Dataset and Mouse,Number of runs,Number of runs std,Mean number of steps,Mean number of steps std,Mean step height,Mean step height std,Mean step length,Mean step length std,Mean step duration,Mean step duration std,Mean step frequency,Mean step frequency std,Mean propulsion vector angle,Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
pre - corridor,63.0,,2.3174603174603177,0.9398648471801564,0.0066591619135259305,0.0010668217893965244,0.08062099068253131,0.008152490281174518,0.20530189354518985,0.04641665780204572,5.442670254634737,0.04641665780204572,12.576135394841756,5.543510836804442,0.6275733506240883,0.3637769868541659,0.3070060990116746,0.09821407014977966,0.0010484209604852608,0.05500065707309186
,,,,,,,,,,,,,,,,,,,,
post - corridor,61.0,,2.2459016393442623,0.7389788635793211,0.006888925954041835,0.0008983120424414641,0.08479855275645179,0.011105743089906861,0.1819111119004513,0.044355370040661896,6.2707902961242254,0.044355370040661896,10.60629264595338,4.072941944087385,0.5524231326122137,0.32038873339934376,0.3572210977327615,0.09666214898685238,0.0011405763983722821,0.05535216221773572
,,,,,,,,,,,,,,,,,,,,
