Dataset and Mouse,Number of runs,Number of runs std,Mean number of steps,Mean number of steps std,Mean step height,Mean step height std,Mean step length,Mean step length std,Mean step duration,Mean step duration std,Mean step frequency,Mean step frequency std,Mean propulsion vector angle,Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
pre - corridor,47.0,,2.9148936170212765,0.6788534524912263,0.007331865896504886,0.0013751206258621551,0.08071753348929597,0.00898940590574185,0.2250737724735356,0.06224556521057514,5.094445612032404,0.062245565210575136,14.506994447846424,6.450022045456962,0.7400589906052,0.42872116186190096,0.2797720682798081,0.08200802912602768,-0.0005153350882166409,0.05115652672962576
,,,,,,,,,,,,,,,,,,,,
post - corridor,56.0,,2.482142857142857,0.8015848459808371,0.0061742401891575595,0.0008621503542751216,0.08339473965403796,0.011717062736992688,0.2495317732739941,0.0554479666378583,4.518716341764686,0.0554479666378583,10.876350247287794,4.434927201470724,0.6860244619323029,0.39752417019788,0.2612799766696233,0.08227432284082917,-1.9089082616303115e-05,0.04647077234460103
,,,,,,,,,,,,,,,,,,,,
