Dataset and Mouse,Number of runs,Number of runs std,Mean number of steps,Mean number of steps std,Mean step height,Mean step height std,Mean step length,Mean step length std,Mean step duration,Mean step duration std,Mean step frequency,Mean step frequency std,Mean propulsion vector angle,Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
pre - corridor,74.0,,2.445945945945946,0.8721190702844623,0.007447742242740412,0.0012058008986024534,0.08218714808889005,0.006818900909882294,0.21595965542401635,0.054739441763995665,5.357204853501119,0.054739441763995665,14.217263953732818,5.408037488870398,0.6560301507537688,0.380206728639158,0.3025357888845326,0.0967326307386897,0.0007640882005461804,0.05466195381780797
,,,,,,,,,,,,,,,,,,,,
post - corridor,61.0,,2.5081967213114753,0.8985042364619491,0.006860189963008435,0.0009759098266119473,0.083579610182789,0.009816975311602987,0.21502021322532383,0.05196112373366968,5.301590571014291,0.05196112373366968,13.011529267068276,7.689960052536152,0.6547319932998324,0.3794573578108832,0.300000516021329,0.08278618427038792,3.715922302546535e-05,0.05041910430280599
,,,,,,,,,,,,,,,,,,,,
