Dataset and Mouse,Number of runs,Number of runs std,Mean number of steps,Mean number of steps std,Mean step height,Mean step height std,Mean step length,Mean step length std,Mean step duration,Mean step duration std,Mean step frequency,Mean step frequency std,Mean propulsion vector angle,Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
post - corridor,69.0,,2.3333333333333335,0.7924767022894096,0.006423382300153978,0.0007997552374764068,0.08654600753699127,0.0121100711346802,0.2392677571894206,0.05632749520560847,4.915238729122772,0.05632749520560847,10.929167175316513,4.929961065815696,0.6069526738168455,0.35187174028056506,0.3059487841258438,0.0745780807309255,0.0004938633715541605,0.04823351332474416
,,,,,,,,,,,,,,,,,,,,
pre - corridor,60.0,,2.5166666666666666,0.9218037872683221,0.00737946590195354,0.0012585476459033714,0.08173422991923797,0.007880059439370998,0.19650288974098226,0.04642929939636672,5.8140076949777955,0.04642929939636672,13.510806382905425,6.129167671609597,0.6110817244115314,0.3542554572941109,0.3329549053388086,0.08792335188944304,0.000525508177168599,0.052346935815334186
,,,,,,,,,,,,,,,,,,,,
