Dataset and Mouse,Number of runs,Number of runs std,Mean number of steps,Mean number of steps std,Mean step height,Mean step height std,Mean step length,Mean step length std,Mean step duration,Mean step duration std,Mean step frequency,Mean step frequency std,Mean propulsion vector angle,Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
post - corridor,59.0,,2.4915254237288136,0.6980088231177627,0.0058430014274162825,0.0007538442147236249,0.08260193356841816,0.009947697633319395,0.20966753564587914,0.05337401378996877,5.319815560431721,0.05337401378996877,5.109568589193886,1.0959119353214324,0.6593052984219342,0.38209778839020453,0.29743915566739376,0.08363160991267128,0.00022087072061438396,0.04886639218259262
,,,,,,,,,,,,,,,,,,,,
pre - corridor,62.0,,2.5,0.8181410872885418,0.005599383771468826,0.0007600413801859384,0.0811915639651719,0.00858348434537858,0.24086066119025773,0.06728359482042641,5.098705989104391,0.0672835948204264,5.135972352490655,2.188244407436426,0.7246231155778895,0.41980914884411963,0.2852332099634721,0.10008905544562495,0.0006910749498139444,0.052076725461532906
,,,,,,,,,,,,,,,,,,,,
