Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,23,0,85,0.5806451562903227,0.21774193480779575,0.3066052192233999,9.86111111111111,10.0,2.638888888888889,0.0-35.0,9.583333333333334,8.75,2.9166666666666665,-5.0-35.0
Stance,23,0,85,0.5806451562903227,0.21774193480779575,0.3066052192233999,14.305555555555555,15.0,0.4166666666666667,0.0-30.0,14.305555555555555,15.0,0.4166666666666667,0.0-30.0
Touchdown,23,0,85,0.5806451562903227,0.21774193480779575,0.3066052192233999,7.361111111111111,5.0,0.9722222222222222,0.0-25.0,-4.305555555555555,-5.0,0.9722222222222222,-25.0-10.0
Peak,23,0,85,0.5806451562903227,0.21774193480779575,0.3066052192233999,11.666666666666666,10.0,0.5555555555555556,0.0-25.0,11.666666666666666,10.0,0.5555555555555556,0.0-25.0
