Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Stance,76,5,32,0.954301071046147,0.7236559116915771,0.801971318641128,17.190860215053764,17.5,4.956173411179343,0.0-45.0,16.545698924731184,17.5,5.440044378921278,-20.0-45.0
Peak,77,4,31,0.962365587155018,0.731720427800448,0.810035834749999,13.951612903225806,12.5,5.5925570082930305,0.0-50.0,10.99462365591398,12.5,6.7885272108723145,-45.0-50.0
Swing,76,5,32,0.954301071046147,0.7209677396642472,0.8008192449145809,11.81451612903226,10.0,6.217537045877315,0.0-40.0,8.99193548387097,10.0,8.311917781380613,-40.0-35.0
Touchdown,77,4,31,0.962365587155018,0.731720427800448,0.810035834749999,12.8494623655914,12.5,5.886990010087949,0.0-35.0,-11.774193548387098,-12.5,6.667535899402484,-35.0-10.0
