Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,88,4,20,0.9623655877732977,0.8295698898887993,0.8751664029336805,11.626344086021504,10.0,5.362850488103004,0.0-45.0,10.013440860215052,10.0,6.551783239099923,-20.0-45.0
Peak,89,3,19,0.9731182759094984,0.8403225780250001,0.8859190910698812,14.045698924731186,12.5,6.001706914395855,0.0-50.0,9.556451612903226,10.0,8.294620245624333,-50.0-45.0
Stance,88,4,20,0.9569892437320789,0.8322580619161292,0.8751664029336804,15.389784946236558,15.0,3.954464704797194,0.0-40.0,14.637096774193548,15.0,4.771381807581367,-15.0-40.0
Touchdown,89,3,19,0.9731182759094984,0.8403225780250001,0.8859190910698812,11.303763440860218,10.0,5.382732788401712,0.0-50.0,-10.954301075268818,-10.0,5.629282677558274,-50.0-15.0
