Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,52,0,56,0.9032258004032259,0.4967741919553763,0.6120839671070174,9.226190476190476,8.75,2.3814949840509385,0.0-35.0,7.6190476190476195,5.0,3.714114149631516,-15.0-35.0
Peak,52,0,56,0.9032258004032259,0.4967741919553763,0.6120839671070174,10.446428571428571,8.75,2.445912928833277,0.0-50.0,9.732142857142858,7.5,2.722989574595282,-15.0-50.0
Stance,52,0,56,0.9032258004032259,0.4967741919553763,0.6120839671070174,14.464285714285712,15.0,2.429328880871394,0.0-40.0,14.345238095238091,15.0,2.5678672037523964,-5.0-40.0
Touchdown,52,0,56,0.9032258004032259,0.4967741919553763,0.6120839671070174,8.764880952380953,7.5,2.8136190079752788,0.0-35.0,-7.9315476190476195,-5.0,3.300343851046906,-35.0-10.0
