Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Stance,2,0,106,0.06451612838709679,0.018817204245071686,0.02903225770806452,25.0,25.0,0.0,20.0-30.0,25.0,25.0,0.0,20.0-30.0
Peak,2,0,106,0.06451612838709679,0.018817204245071686,0.02903225770806452,7.5,7.5,0.0,5.0-10.0,7.5,7.5,0.0,5.0-10.0
Swing,2,0,106,0.06451612838709679,0.018817204245071686,0.02903225770806452,12.5,12.5,0.0,5.0-20.0,12.5,12.5,0.0,5.0-20.0
Touchdown,2,0,106,0.06451612838709679,0.018817204245071686,0.02903225770806452,10.0,10.0,0.0,10.0-10.0,0.0,0.0,0.0,-10.0-10.0
