Dataset,Mouse,Run,Number of steps (#),Number of steps std,Mean step height (m),Mean step height std,Mean step length (m),Mean step length std,Mean step duration (s),Mean step duration std,Mean step frequency (Hz),Mean step frequency std,Mean propulsion vector angle (deg),Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
postDLC,10,0,5,,0.004667698786808894,0.0014170889309934613,0.05314913470928486,0.016774520604507605,0.11182531361845191,0.03707033222738716,10.770162610082524,0.03707033222738716,9.854439750950947,4.02396192201238,1.0477386934673365,0.6063611103263958,0.17965192173291036,0.06192057359511291,0.00044559999179757866,0.033295545388264396
postDLC,10,1,6,,0.005069758097330734,0.0007172765535004408,0.06044200995029548,0.013277538934610917,0.11343971513195113,0.04114010310340641,10.915375820239156,0.04114010310340642,10.715733015148528,6.023645693096972,0.7587939698492464,0.43953813778554224,0.25771604484699495,0.05487902785590697,-0.0012993862064616655,0.03776332008339559
postDLC,10,2,4,,0.004462198110727164,0.0007579168528707807,0.047494674095740666,0.012455448575291017,0.12852900867976247,0.01834716288527368,7.9362153962887305,0.01834716288527368,9.69815724927424,4.655297331408319,0.8291457286432162,0.48015594715944737,0.15824253740369032,0.07345485254056613,-0.00014366505101515663,0.0341454579262113
postDLC,10,3,4,,0.004378216083233161,0.0006691225369621835,0.0648843501164363,0.018813918372516152,0.1084979984669108,0.027058404893737426,9.986248675531375,0.027058404893737426,9.209307958794266,6.053152618417464,0.5929648241206029,0.34379596923109884,0.30454170145952864,0.07789125544522979,0.0016991385187819725,0.037815741634841395
preDLC,1,0,5,,0.005338205190805278,0.0020747620041304065,0.03356665039062499,0.027834795928830088,0.10793016175769354,0.05418851051028732,13.708023068853487,0.05418851051028732,13.859241410800355,7.3850220743199815,0.6884422110552764,0.39892028717566513,0.13595012861487477,0.08252623817633456,0.001505065868173175,0.026911463859070943
preDLC,1,1,3,,0.006571573110727165,0.0016507102324145044,0.06403039003029849,0.015712401644324317,0.09432346919784107,0.03604661413721307,13.008115273308638,0.03604661413721307,15.143730785440551,6.379572594433632,0.45226130653266333,0.2625598085952388,0.36671374380157906,0.08119687964033553,0.0006503512869814661,0.06743298628877753
preDLC,1,2,4,,0.00679515251746543,0.0011005112907764177,0.07397892291729267,0.004023817394112289,0.09344901591289784,0.013601036533932138,10.935047518771992,0.013601036533932138,17.536560084003213,7.5126912911751855,0.4824120603015075,0.27996760356148986,0.38069645605572533,0.07580424496789473,-0.00023378662336423394,0.06857228727774134
preDLC,2,0,1,,0.011113422100360593,0.0,0.052047048715444716,0.0,0.10130015155140781,0.0,9.871653543307088,0.0,54.333549175635206,0.0,0.3165829145728644,0.18422414854093827,0.33795255548853403,0.15480180672322763,-0.001734596235497488,0.04649301363494302
preDLC,2,1,4,,0.009128148005558903,0.0004285702977236178,0.078853026169997,0.006246186182144744,0.14506689827739522,0.019985146940113056,7.032457664997574,0.01998514694011305,23.289477427080964,7.761018272348901,0.6105527638190955,0.3539504587499667,0.27859661466336744,0.10468876573991019,0.0003093888089154719,0.04222329044268704
preDLC,2,2,4,,0.007341848520132199,0.0019566149526519753,0.08762342599722053,0.0027099637512737053,0.1099036850921273,0.013067270786814167,9.234676229367558,0.013067270786814165,16.165057673641446,4.256537363174317,0.45226130653266333,0.2625598085952388,0.4131420523398557,0.0779431043367061,-0.0007773420293602663,0.0520538871106887
preDLC,3,0,3,,0.0058940202761919025,0.001090837914842744,0.0724836926582532,0.021084689439387325,0.12461242382123383,0.049555124296076995,9.60813866369422,0.049555124296076995,18.81366183075894,1.6929278918081887,0.4723618090452261,0.2741650087549873,0.396360171267207,0.08332764319041043,-0.0019919614852679937,0.06970818418791949
preDLC,3,1,3,,0.005250697991786864,0.0012999594350893554,0.08845665369278345,0.015662958996869293,0.1814698492462312,0.024694918575169617,5.615520282186949,0.024694918575169603,13.12052558656446,7.559309685885465,0.8040201005025126,0.46564959072412876,0.22850030120430936,0.10898651562132902,-0.0002884480031270438,0.05116983590715909
preDLC,3,2,4,,0.006121867253230162,0.0013060806585335647,0.08732217421898475,0.010359965185191363,0.1677537688442211,0.017248107422741295,6.023212912759988,0.017248107422741306,13.471813070362805,7.552374503323134,0.6281407035175881,0.364104943371594,0.2958370844230843,0.11697344225286772,0.0016491812775066604,0.05872735822819281
preDLC,4,0,4,,0.0060190611619215795,0.0006266185844383285,0.08629675938532902,0.002257272666157874,0.1576368432199311,0.02556634394371709,6.5273139312977095,0.025566343943717096,11.812864906609992,3.9751311077254408,0.6557788944723618,0.3800619816838651,0.2955838374061159,0.07155264000368586,8.421544903619307e-05,0.04415307301155635
preDLC,4,1,4,,0.005630877568171572,0.0010236804950466993,0.07371570440439076,0.018227602465313568,0.12620178518161582,0.035516330528022104,8.945336052836055,0.035516330528022104,20.212262357397844,5.669412684781295,0.550251256281407,0.3191350428523548,0.3736693760598456,0.08501459485878433,-0.0011483593387203405,0.058041609601599355
preDLC,4,2,5,,0.007788116455078142,0.0009211314947264336,0.08051880704439603,0.010365076742127919,0.13437185929648243,0.013016994746387183,7.5154691726687135,0.013016994746387183,16.392595492425396,3.6618717647804497,0.4773869346733668,0.27706630657467785,0.41403830998759095,0.08256959402778193,0.0008770790258851261,0.07870178917746762
preDLC,5,0,6,,0.004780398637820528,0.0021196441463507735,0.04928032606075972,0.029466535972709873,0.12001763201974791,0.07177228996028556,15.911869572548744,0.07177228996028556,22.54344806422381,8.196968742792889,1.1934673366834172,0.6904977931488088,0.152692329105286,0.08618420043170169,-0.0001118846187250397,0.030876432240683985
preDLC,5,1,3,,0.007952059232271639,0.002065909301366755,0.07363079364483173,0.015829012165135995,0.10278939608220744,0.02487979091183676,10.385916332344905,0.02487979091183676,14.595802775219838,6.453489882528783,0.41959798994974873,0.24370132388006038,0.44218262944029363,0.11292295409316656,-0.002662261641505858,0.05342275970793945
preDLC,5,2,3,,0.006362731151091742,0.00047041899520710207,0.07245163746369193,0.01782690424946458,0.10937262067915333,0.0350542053523369,10.502420455361635,0.0350542053523369,19.85113088577929,9.148576876438607,0.5527638190954773,0.32058568658766995,0.3442557692486278,0.1059475822056592,-0.0033562861618606945,0.05792369395608931
preDLC,6,0,4,,0.006758769108698909,0.0004925509424470821,0.065903807419997,0.014627531753957396,0.11339116330934211,0.03275744717825439,9.662447060579487,0.03275744717825439,23.496684258463844,3.519987062720255,0.8718592964824121,0.504816744095549,0.2199886362017905,0.05582570092904514,0.0005847363706679126,0.03314076301929458
preDLC,6,1,3,,0.00622766348031852,0.0009758122084824302,0.08738900991586536,0.004273819321872331,0.1315242881072027,0.014892193085600273,7.697187829926096,0.01489219308560028,8.757474372664921,3.9223322558855442,0.3768844221105528,0.21904014791661675,0.411863729257012,0.06420994029411976,0.002368714158817197,0.05931191712097226
preDLC,6,2,4,,0.007451785160945024,0.0006060837998395612,0.0751447839003343,0.021730928940027275,0.10360711603996996,0.013130691878554554,9.805703463203464,0.013130691878554552,9.800571361307686,3.663986445737974,0.4371859296482412,0.2538558982977907,0.4560809979491182,0.11849113671638688,0.002012529265574931,0.07532053813989596
preDLC,7,0,2,,0.007136253943810095,0.00039230346679688943,0.07540856581467849,0.004082588782677296,0.15114031696946267,0.015114031696946306,6.683200289338398,0.015114031696946306,23.357624922766814,2.3281757913083556,0.9798994974874372,0.5671940124431141,0.19829189271893735,0.05395842815587016,-0.0008527984308941679,0.03553673582453181
preDLC,7,1,6,,0.0026800184983473605,0.001618554321148352,0.03200757638002053,0.030447021973610766,0.08480215146082175,0.07586886575101608,31.09913558315797,0.07586886575101608,29.00161189474127,30.622290512361463,0.9999999999999999,0.5787990801732327,0.18860230580691423,0.08621659934831126,0.00018680684050621235,0.03353885515161662
preDLC,7,2,3,,0.00931022057166466,0.0002615690030397939,0.08813785259540265,0.0013591474751676327,0.11620263479559963,0.021828381002378758,8.889264472514865,0.021828381002378758,20.46722932461865,4.809807481468333,0.46482412060301503,0.26981306040503084,0.41304073327824137,0.07810870412230939,-0.0010734739847869526,0.06452147567029103
preDLC,7,3,1,,0.007820340670072146,0.0,0.09309062664325421,0.0,0.12136632529737293,0.0,8.2395178197065,0.0,18.678442060607246,0.0,0.3969849246231155,0.2306454201414875,0.4933799547503943,0.07058394079327898,0.0011442817155247007,0.06491242188470354
preDLC,8,0,3,,0.007162815974308882,0.0015914655808431316,0.07260889102251102,0.01848515673696957,0.22996385435951694,0.034969053436501224,4.462580209128827,0.034969053436501224,18.968587410032857,5.558876913107431,1.1934673366834172,0.6904977931488088,0.157824146479426,0.09029287351281899,0.0006064500625830734,0.029584788483798214
preDLC,8,1,2,,0.0077700218787560005,0.0017290790264422873,0.08254680926983174,0.004304621769831735,0.14133165829145733,0.015142677674084726,7.157723297491037,0.015142677674084726,19.390640003430633,9.618401875441917,0.5628140703517588,0.32638826020284356,0.3548047424017534,0.0618372133333194,-0.0010827601853938575,0.06784925956533817
preDLC,8,2,4,,0.007872610825758714,0.0017878511234429891,0.06847440866323617,0.011336199058892889,0.12105471176105245,0.023925538166256144,8.686220645285477,0.023925538166256144,29.441713425709427,9.301168370583884,0.670854271356784,0.3887658165654418,0.2950349623053822,0.06448389604808995,0.0008108486638322744,0.05285026567081553
preDLC,9,0,4,,0.005467761113093439,0.0009193253359711871,0.07244408240685096,0.003023479310762516,0.17504087422759734,0.017942076018960577,5.772936346376258,0.017942076018960577,9.912514773790566,5.367424687752343,1.0502512562814073,0.6078117432847664,0.15900400411527515,0.08535914776837297,-0.0001624362526059009,0.02811486428450628
preDLC,9,1,4,,0.008051619896521922,0.0014756712047746003,0.07613161820631761,0.013570155338163416,0.1136511573411097,0.017679068919728178,8.99912266659477,0.017679068919728178,17.228622321636237,6.1356570681413185,0.4849246231155778,0.28141825175061636,0.33961645368353705,0.07774952913085313,-0.0005166874390697309,0.0588717889509825
preDLC,9,2,1,,0.007931131216195875,0.0,0.09833295968862679,0.0,0.13156058068118368,0.0,7.6010610079575605,0.0,24.013646149419664,0.0,0.3618090452261307,0.21033617624579246,0.38095777239576045,0.11835358137619124,-0.000800081247992453,0.056379774252352854
preDLC,10,0,1,,0.005108795166015645,0.0,0.08851590670072117,0.0,0.15633925020787393,0.0,6.396346398427563,0.0,11.25515844314545,0.0,0.6984924623115577,0.4047228402579918,0.27175189608281264,0.06044418971138516,0.0018893269385586997,0.038382347827131125
preDLC,10,1,1,,0.00532311072716346,0.0,0.03740232027493992,0.0,0.07074922635777764,0.0,14.134430176564997,0.0,9.85058622119946,0.0,0.44472361809045224,0.258207854604366,0.4380616154357495,0.07870482700209444,0.001504834152305206,0.04646445931480996
preDLC,10,2,3,,0.005138714130108191,0.0006873651216577533,0.0702138186723758,0.01990985899728684,0.09774482166932223,0.023472893591283458,10.95836385836386,0.023472893591283458,15.146413806671452,5.313818674584856,0.41206030150753775,0.2393493589295278,0.4016334777986162,0.0716655960599929,0.0036007027199959564,0.05064559710011468
