Event,TP,FP,FN,Precision,Recall,F1,MATE,median ATE,MATE_std,minmax ATE,MTE,median TE,MTE_std,minmax TE
Peak,86,2,22,0.9784946196738351,0.7935483846870967,0.862570396771357,10.513440860215054,7.5,6.057848546516549,0.0-50.0,2.454301075268817,5.0,8.460104268621453,-50.0-25.0
Touchdown,88,0,20,0.9999999959462366,0.8150537609594982,0.8840757730437585,16.403225806451612,15.0,5.810350716313963,0.0-50.0,-15.53225806451613,-15.0,6.187554099344427,-50.0-25.0
Swing,88,0,20,0.9999999959462366,0.8150537609594982,0.8840757730437585,8.913978494623658,5.0,4.754816240892422,0.0-40.0,2.64516129032258,0.0,6.917104599125603,-25.0-40.0
Stance,88,0,20,0.9999999959462366,0.8150537609594982,0.8840757730437585,10.682795698924732,10.0,4.299611390636728,0.0-35.0,9.983870967741934,10.0,4.973891893795197,-5.0-35.0
