Event,TP,FP,FN,Precision,Recall,F1,MATE,median ATE,MATE_std,minmax ATE,MTE,median TE,MTE_std,minmax TE
Peak,85,1,23,0.9892473076487455,0.7887096750153225,0.8608294853743416,9.14784946236559,5.0,5.522610320186368,0.0-50.0,2.674731182795699,5.0,7.288629909506218,-50.0-20.0
Touchdown,86,0,22,0.9999999957849461,0.7994623631515232,0.8715821735105423,16.897849462365592,15.0,4.712119693803392,0.0-50.0,-16.704301075268823,-15.0,4.799691443920737,-50.0-10.0
Swing,85,1,23,0.9892473076487455,0.7887096750153225,0.8608294853743416,8.768817204301076,7.5,4.464986863738831,0.0-40.0,5.295698924731182,5.0,5.898455685832897,-25.0-40.0
Stance,84,2,24,0.9774193507172043,0.7849462341523297,0.854377872484019,10.048387096774194,10.0,4.525816319767544,0.0-35.0,9.026881720430108,10.0,4.982014243113704,-20.0-35.0
