Event,TP,FP,FN,Precision,Recall,F1,MATE,median ATE,MATE_std,minmax ATE,MTE,median TE,MTE_std,minmax TE
Peak,74,2,34,0.9677419309569893,0.6881720408996416,0.787199173395087,6.669444444444445,5.0,4.711482608767869,0.0-45.0,2.586111111111111,3.75,5.225646921163683,-45.0-40.0
Touchdown,76,0,32,0.999999995311828,0.7096774171720429,0.8130056247499258,13.771505376344086,12.5,5.140007040648197,0.0-45.0,-12.620967741935484,-12.5,5.5510911826157825,-45.0-40.0
Swing,76,0,32,0.999999995311828,0.7096774171720429,0.8130056247499258,8.526881720430106,7.5,5.133577280150653,0.0-45.0,5.344086021505375,5.0,6.760634179718005,-15.0-45.0
Stance,75,1,33,0.9892473071756274,0.6989247290358422,0.8022529366137251,9.779569892473118,10.0,3.585062979354793,0.0-35.0,8.6505376344086,10.0,4.419107768385216,-15.0-35.0
