Event,TP,FP,FN,Precision,Recall,F1,MATE,median ATE,MATE_std,minmax ATE,MTE,median TE,MTE_std,minmax TE
Peak,39,7,69,0.7311827905197134,0.36935483757715043,0.4649001484639154,14.9,12.5,3.3887807110583594,0.0-50.0,6.966666666666668,10.0,3.996473425213355,-45.0-50.0
Touchdown,44,2,64,0.844086015439068,0.41505376217616474,0.5300307163032761,17.808641975308642,15.0,2.489616296413421,0.0-35.0,-17.808641975308642,-15.0,2.489616296413421,-35.0-0.0
Swing,45,1,63,0.8548387035752687,0.42580645031236547,0.5407834044394769,9.969135802469136,7.5,1.6285973802135545,0.0-35.0,5.3395061728395055,5.0,2.162518971004271,-35.0-30.0
Stance,46,0,62,0.870967735752688,0.4365591384485662,0.5536866301943156,14.814814814814815,12.5,2.5294530371363204,0.0-50.0,14.444444444444445,12.5,2.5294530371363204,-5.0-50.0
