Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,75,0,33,0.9354838666021507,0.6903225785440861,0.7751152002762953,7.879310344827586,5.0,3.5524133101683364,0.0-45.0,5.522988505747126,5.0,4.4344983255520525,-10.0-45.0
Peak,75,0,33,0.9354838666021507,0.6903225785440861,0.7751152002762953,5.629310344827586,5.0,2.9453839416411287,0.0-40.0,1.3247126436781609,2.5,3.781481089798494,-40.0-40.0
Stance,75,0,33,0.9354838666021507,0.6903225785440861,0.7751152002762953,9.408045977011495,7.5,3.021763879061827,0.0-30.0,8.53448275862069,7.5,3.524931498305043,-10.0-30.0
Touchdown,75,0,33,0.9354838666021507,0.6903225785440861,0.7751152002762953,15.954022988505749,15.0,5.551078029030513,0.0-45.0,-15.695402298850576,-15.0,5.821281848995926,-45.0-5.0
