Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,85,0,23,0.9999999957741935,0.782795696550896,0.8638248770272062,8.881720430107526,7.5,4.4455019277041234,0.0-45.0,4.123655913978494,5.0,6.2176307880458,-45.0-45.0
Peak,85,0,23,0.9999999957741935,0.782795696550896,0.8638248770272062,6.806451612903225,5.0,3.7216511814679927,0.0-40.0,3.172043010752688,5.0,4.729269694316063,-40.0-15.0
Stance,85,0,23,0.9999999957741935,0.782795696550896,0.8638248770272062,9.99731182795699,10.0,3.3375617679955627,0.0-40.0,9.223118279569892,10.0,4.070382963931653,-10.0-40.0
Touchdown,84,1,24,0.9892473076379928,0.7720430084146952,0.8530721888910054,15.59677419354839,15.0,4.894687965013242,0.0-45.0,-15.080645161290324,-15.0,5.506078578853701,-45.0-15.0
