Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,85,2,23,0.9784946196200719,0.782795696550896,0.8573476625064167,9.268817204301074,10.0,4.709049772692757,0.0-50.0,3.6505376344086025,5.0,6.092267888904893,-50.0-35.0
Peak,84,3,24,0.9704301035112008,0.7720430084146952,0.8477470480967629,8.556451612903226,5.0,5.159628198039752,0.0-50.0,4.282258064516129,5.0,6.842763792767568,-45.0-50.0
Stance,86,1,22,0.9892473077562726,0.7935483846870968,0.8681003506426173,11.204301075268816,10.0,4.437881867555099,0.0-45.0,10.424731182795698,10.0,5.186047717137294,-10.0-45.0
Touchdown,87,0,21,0.9999999958924732,0.8016129007959677,0.8773169404780352,15.908602150537636,15.0,5.13554432248563,0.0-50.0,-15.586021505376342,-15.0,5.583241333391934,-50.0-10.0
