Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,88,0,20,0.9999999959462366,0.8150537609594982,0.8840757730437584,8.71236559139785,7.5,5.028096530814306,0.0-45.0,4.051075268817204,5.0,6.37049230051707,-45.0-30.0
Peak,88,0,20,0.9999999959462366,0.8150537609594982,0.8840757730437584,7.344086021505377,5.0,4.800237066936746,0.0-45.0,1.946236559139785,2.5,6.185797874994487,-45.0-30.0
Stance,88,0,20,0.9999999959462366,0.8150537609594982,0.8840757730437584,10.5994623655914,10.0,4.761322969020157,0.0-35.0,9.379032258064516,10.0,5.420105186220862,-15.0-35.0
Touchdown,86,2,22,0.9731182756326165,0.7935483846870967,0.8604198591527191,15.827956989247312,15.0,5.252382560780442,0.0-50.0,-14.634408602150538,-15.0,5.9946786517013555,-50.0-35.0
