Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,85,2,23,0.9784946195232976,0.7817204277421147,0.8548387019652975,8.556451612903226,5.0,4.261996001182858,0.0-40.0,3.776881720430108,5.0,7.09228307892871,-40.0-35.0
Peak,85,2,23,0.9677419314408604,0.7790322557147848,0.8490015284272389,8.029569892473118,5.0,3.735101740827086,0.0-45.0,3.260752688172043,5.0,4.498327044687255,-45.0-40.0
Stance,85,2,23,0.9811827915506274,0.7860215029879928,0.8584229313360661,10.682795698924732,10.0,4.263743889760467,0.0-35.0,10.037634408602152,10.0,4.8411435268767855,-10.0-35.0
Touchdown,86,1,22,0.9892473076594983,0.7897849438509856,0.8640552918007154,15.553763440860216,15.0,5.247970730878812,0.0-45.0,-14.881720430107526,-15.0,5.855948101989065,-45.0-25.0
