Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Touchdown,618,180,848,0.4158499211328867,0.2753627935255872,0.31592838512539384,33.43028846153846,35.0,4.05582277787488,0.0-50.0,-32.29780982905983,-35.0,4.213265515015748,-50.0-45.0
Stance,649,149,817,0.43180193742170325,0.2898599859225328,0.3309725718047838,18.006182795698926,15.0,5.621272297549013,0.0-50.0,-15.353494623655916,-15.0,7.0359989155982765,-50.0-50.0
Peak,720,78,746,0.47424706225273533,0.3140614735080104,0.36029385443340617,8.567447916666667,5.0,3.2369563868827855,0.0-50.0,2.4815104166666666,5.0,4.774121905602508,-50.0-50.0
Swing,656,142,810,0.43440530648247405,0.2927659875217344,0.33455507913372706,15.916125541125542,15.0,5.234638306478393,0.0-50.0,5.1228354978354975,5.0,7.137753882416409,-50.0-50.0
