Event,TP,FP,FN,Precision,Recall,F1,MATE (ms),median ATE (ms),MATE_std (ms),minmax ATE (ms),MTE (ms),median TE (ms),MTE_std (ms),minmax TE (ms)
Swing,85,1,23,0.9892473075949821,0.7887096750153225,0.8587813543195677,9.21236559139785,10.0,4.229606392569174,0.0-40.0,4.454301075268818,5.0,6.7847205928874414,-40.0-40.0
Peak,83,3,25,0.9720430065684589,0.774193546016129,0.843113151593827,10.46505376344086,5.0,5.809560316001966,0.0-50.0,2.1693548387096775,2.5,7.488260218340058,-45.0-50.0
Stance,86,0,22,0.9999999957311829,0.7994623631515233,0.8695340424557684,10.551075268817206,10.0,3.985538310797362,0.0-35.0,9.475806451612904,10.0,4.675007598577605,-20.0-35.0
Touchdown,86,0,22,0.9999999957311829,0.7994623631515233,0.8695340424557684,14.903225806451612,15.0,4.534538306346671,0.0-45.0,-14.435483870967742,-15.0,5.021684096644548,-45.0-15.0
