Event,TP,FP,FN,Precision,Recall,F1,MATE,median ATE,MATE_std,minmax ATE,MTE,median TE,MTE_std,minmax TE
Peak,79,2,29,0.9731182750681003,0.7284946214439965,0.8123655838618964,10.11290322580645,7.5,3.821403852111372,0.0-50.0,1.0430107526881718,5.0,5.825579470821352,-50.0-25.0
Touchdown,80,1,28,0.983870963204301,0.7392473095801971,0.8231182719980972,15.620967741935482,15.0,4.569610889777201,0.0-45.0,-14.959677419354836,-15.0,5.151892060515414,-45.0-15.0
Swing,81,0,27,0.9999999953817205,0.7499999977163978,0.8360214977529358,9.43279569892473,5.0,4.565068967306505,0.0-50.0,6.594086021505378,5.0,6.401535406849216,-15.0-50.0
Stance,80,1,28,0.9892473072455198,0.7435483848260751,0.8279569816440648,11.456989247311828,10.0,4.561828063205381,0.0-50.0,11.134408602150538,10.0,4.884408708366671,-10.0-50.0
