Event,TP,FP,FN,Precision,Recall,F1,MATE,median ATE,MATE_std,minmax ATE,MTE,median TE,MTE_std,minmax TE
Peak,80,2,28,0.8817204265017922,0.7279569870879928,0.7779057791723536,10.074404761904761,5.0,4.547556292076622,0.0-50.0,4.949404761904762,5.0,5.554071609993025,-50.0-45.0
Touchdown,81,1,27,0.8924731146379928,0.7360215031968638,0.7871223690077717,13.485119047619047,15.0,5.012204057235946,0.0-35.0,-13.074404761904761,-15.0,5.5753142393578115,-35.0-10.0
Swing,81,1,27,0.8924731146379928,0.7387096752241935,0.7886584673085545,8.916666666666668,5.0,4.896516892619249,0.0-45.0,2.7142857142857144,0.0,6.834527385419093,-40.0-45.0
Stance,81,1,27,0.8924731146379928,0.7387096752241935,0.7886584673085545,11.592261904761903,10.0,5.949971875724789,0.0-45.0,9.419642857142858,8.75,6.766437719995994,-40.0-45.0
