epoch,train_loss,val_loss
0,9.025060176849365,8.873947620391846
1,9.0003753389631,8.837284564971924
2,8.948952402387347,8.79013180732727
3,8.897691522325788,8.760767459869385
4,8.868619782584053,8.72474980354309
5,8.83372701917376,8.684768915176392
6,8.783859934125628,8.650431156158447
7,8.73815427507673,8.62099814414978
8,8.700410502297538,8.59876012802124
9,8.68402372087751,8.579617738723755
10,8.660183565957206,8.555093050003052
11,8.629849706377302,8.537703037261963
12,8.610369614192418,8.519105911254883
13,8.594326223645892,8.503692626953125
14,8.56532451084682,8.485574722290039
15,8.54451070513044,8.469196557998657
16,8.523877348218646,8.456156492233276
17,8.508761882781982,8.440186262130737
18,8.485627787453788,8.424100160598755
19,8.479879174913679,8.409629106521606
20,8.45163631439209,8.401829242706299
21,8.440156664167132,8.39027714729309
22,8.432068279811315,8.38053846359253
23,8.41933352606637,8.370684623718262
24,8.408176967075892,8.357360601425171
25,8.387809685298375,8.347087383270264
26,8.388333933694023,8.342793464660645
27,8.376448222569056,8.332868099212646
28,8.366670336042132,8.32760214805603
29,8.355916227613177,8.31827712059021
30,8.353559834616524,8.315396308898926
31,8.335966995784215,8.313016414642334
32,8.331093379429408,8.301451444625854
33,8.322001593453544,8.294939994812012
34,8.321716512952532,8.291892528533936
35,8.315295083182198,8.291471481323242
36,8.303477355412074,8.284231424331665
37,8.305204936436244,8.281892538070679
38,8.299472263881139,8.274742841720581
39,8.296423094613212,8.276837825775146
40,8.29398604801723,8.278267621994019
41,8.296067033495222,8.269038200378418
42,8.285453251429967,8.269473314285278
43,8.283069746834892,8.2641921043396
44,8.283113207135882,8.266448974609375
45,8.279178755623954,8.259916067123413
46,8.280240944453649,8.259299993515015
47,8.279290403638567,8.260341167449951
48,8.271266869136266,8.259037256240845
49,8.27277033669608,8.257909059524536
50,8.272276265280587,8.253515243530273
51,8.272002969469343,8.256920099258423
52,8.268949508666992,8.25619649887085
53,8.262879167284284,8.25759506225586
54,8.268067223685128,8.24887728691101
55,8.263758318764824,8.25147557258606
56,8.263251508985247,8.248446226119995
57,8.266189166477748,8.247037410736084
58,8.260223388671875,8.249268770217896
59,8.258947099958148,8.24316954612732
60,8.270179748535156,8.246089458465576
61,8.262334823608398,8.245545387268066
62,8.254189218793597,8.256166219711304
63,8.255596365247454,8.244662761688232
64,8.260960442679268,8.24243426322937
65,8.256461347852435,8.249133110046387
66,8.25216715676444,8.245725393295288
67,8.25564547947475,8.242738008499146
68,8.24890238898141,8.243359565734863
69,8.250040326799665,8.237553596496582
70,8.246011189052037,8.241499662399292
71,8.249187537602015,8.237657308578491
72,8.253697259085518,8.238234996795654
73,8.248679774148124,8.24227237701416
74,8.247979709080287,8.242758989334106
75,8.24885436466762,8.237148523330688
76,8.24437781742641,8.23849368095398
77,8.240924971444267,8.235153436660767
78,8.244553293500628,8.252233505249023
79,8.266927378518242,8.236755132675171
80,8.247922829219274,8.238426923751831
81,8.247233731406075,8.23287582397461
82,8.24281018120902,8.229535818099976
83,8.239097254616874,8.229705572128296
84,8.241475173405238,8.220298528671265
85,8.238709586007255,8.22895884513855
86,8.243593897138323,8.226367473602295
87,8.242834636143275,8.232789516448975
88,8.245101588112968,8.229512453079224
89,8.236728395734515,8.220152616500854
90,8.236488614763532,8.222571611404419
91,8.235287461962018,8.237463474273682
92,8.234307289123535,8.221839427947998
93,8.237322194235665,8.221437692642212
94,8.243099076407296,8.235291242599487
95,8.244972569601876,8.228497982025146
96,8.2368118422372,8.218576192855835
97,8.236911841801234,8.22202730178833
98,8.231813158307757,8.22899603843689
99,8.231911182403564,8.219263553619385
100,8.231180463518415,8.215924978256226
101,8.226706981658936,8.214814901351929
102,8.240249701908656,8.226553916931152
103,8.239904131208148,8.226520538330078
104,8.234944411686488,8.211946487426758
105,8.232494490487236,8.216142892837524
106,8.232023920331683,8.217311382293701
107,8.231359004974365,8.211098670959473
108,8.229938507080078,8.213513612747192
109,8.228042806897845,8.212709903717041
110,8.225476128714424,8.213030815124512
111,8.224895341055733,8.220082998275757
112,8.227311951773506,8.216303586959839
113,8.223453862326485,8.219561338424683
114,8.226396765027728,8.21940279006958
115,8.228003706250872,8.213520526885986
116,8.230393614087786,8.208495616912842
117,8.221507685525077,8.214585781097412
118,8.227309567587715,8.215490102767944
119,8.22435358592442,8.210166454315186
120,8.221098831721715,8.211597681045532
121,8.222038677760533,8.212254524230957
122,8.222097941807338,8.212469577789307
123,8.22295263835362,8.210545778274536
124,8.220555646078926,8.206700563430786
125,8.215696471078056,8.21414041519165
126,8.226343359266009,8.204036712646484
127,8.220241750989642,8.20985198020935
128,8.220249448503766,8.218470811843872
129,8.218752384185791,8.204217433929443
130,8.22010578427996,8.207314014434814
131,8.224292346409388,8.207237720489502
132,8.220032555716378,8.20889163017273
133,8.217085702078682,8.20388674736023
134,8.214217185974121,8.204081058502197
135,8.218555041721888,8.211275577545166
136,8.21376541682652,8.204895734786987
137,8.219002859933036,8.203951358795166
138,8.218184403010778,8.203307628631592
139,8.211820602416992,8.203324794769287
140,8.216691902705602,8.200419664382935
141,8.215069157736641,8.200569868087769
142,8.215954167502266,8.207606792449951
143,8.217090334211077,8.197211980819702
144,8.210565771375384,8.205626487731934
145,8.212770189557757,8.198196411132812
146,8.214885984148298,8.200900554656982
147,8.212317194257464,8.199206352233887
148,8.214061055864606,8.199893951416016
149,8.2143235206604,8.209278106689453
150,8.21605920791626,8.20784044265747
151,8.219649996076312,8.21005392074585
152,8.218078681400844,8.204143047332764
153,8.212798936026436,8.198112726211548
154,8.212082930973597,8.203763723373413
155,8.212428842272077,8.199085712432861
156,8.211016654968262,8.196287631988525
157,8.21037060873849,8.197346687316895
158,8.21079867226737,8.204748153686523
159,8.205817426953997,8.197425842285156
160,8.2083740234375,8.198008298873901
161,8.208047594342913,8.19878625869751
162,8.209815842764717,8.192805290222168
163,8.205656937190465,8.203315019607544
164,8.20404018674578,8.194761037826538
165,8.205735206604004,8.211473226547241
166,8.204499653407506,8.2001211643219
167,8.210300104958671,8.199588060379028
168,8.206578663417272,8.198975563049316
169,8.206223487854004,8.195668458938599
170,8.210184097290039,8.196122646331787
171,8.203496388026647,8.196410179138184
172,8.2013487134661,8.196433782577515
173,8.206668376922607,8.196885108947754
174,8.205351897648402,8.194995641708374
175,8.199486596243721,8.191980838775635
176,8.206096376691546,8.19670057296753
177,8.198458194732666,8.191073656082153
178,8.2038391658238,8.194731712341309
179,8.205159664154053,8.210091590881348
180,8.204053061349052,8.194694519042969
181,8.203081744057792,8.19083857536316
182,8.20170545578003,8.193946838378906
183,8.202719552176339,8.191598892211914
184,8.19898544039045,8.193459272384644
185,8.198770931788854,8.194445610046387
186,8.20731088093349,8.21268081665039
187,8.20015253339495,8.203171014785767
188,8.198367731911796,8.19530987739563
189,8.19795731135777,8.193901300430298
190,8.198897293635778,8.19448709487915
191,8.202714783804756,8.190432071685791
192,8.198378903525215,8.19253921508789
193,8.200648307800293,8.196877002716064
194,8.199283054896764,8.194188117980957
195,8.198627608163017,8.191717863082886
196,8.20074565070016,8.188678503036499
197,8.197818892342704,8.192973613739014
198,8.19966561453683,8.194018840789795
199,8.200047220502581,8.191590070724487
200,8.199741295405797,8.189459800720215
201,8.197178159441266,8.188764095306396
202,8.197667803083148,8.198303937911987
203,8.197151388440814,8.187627077102661
204,8.194989000047956,8.18942904472351
205,8.196698597499303,8.189829111099243
206,8.202230385371617,8.193060874938965
207,8.196022101811,8.216561794281006
208,8.197470120021276,8.19122052192688
209,8.195960112980433,8.189185380935669
210,8.192604064941406,8.192051410675049
211,8.195404870169503,8.188795566558838
212,8.198261260986328,8.19269585609436
213,8.195197922842842,8.185896158218384
214,8.19208220073155,8.190083503723145
215,8.194331441606794,8.195066213607788
216,8.193413257598877,8.186845779418945
217,8.193302631378174,8.191114664077759
218,8.191869395119804,8.206032752990723
219,8.192548683711461,8.182264804840088
220,8.198228427342006,8.192975044250488
221,8.193026406424385,8.191276788711548
222,8.196978773389544,8.210096836090088
223,8.196432113647461,8.194400072097778
224,8.19315242767334,8.187448740005493
225,8.196892125265938,8.192360639572144
226,8.19897883278983,8.189538478851318
227,8.192147186824254,8.19235110282898
228,8.190529550824847,8.18691897392273
229,8.192059312547956,8.195332527160645
230,8.191550799778529,8.18953537940979
231,8.190646512167794,8.185605525970459
232,8.193704400743757,8.188435792922974
233,8.188448905944824,8.185558319091797
234,8.18875857761928,8.189321041107178
235,8.188722746712822,8.184306383132935
236,8.191521303994316,8.18558931350708
237,8.18939392907279,8.205045223236084
238,8.192771911621094,8.185393571853638
239,8.19098458971296,8.183007001876831
240,8.192313602992467,8.184725046157837
241,8.191469873700823,8.183361530303955
242,8.186927114214216,8.193141460418701
243,8.189544337136406,8.18586254119873
244,8.189874580928258,8.183332204818726
