Feature,Mean Healthy Left C,SD Healthy Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Healthy Left C,Number of samples in Sick Left E,p-value Healthy Left C vs Sick Left E,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean step jerk Y at stance - spine 3 std,626.408956613924,1051.274608577044,414.38909684346015,771.2641314495569,10,10,0.5466661982870041,n.s.,Levene,Mean step jerk Y at stance - spine 3 std,192.14905163067812,0.3749131227202591,towards_healthy
Mean step jerk Y at stance - spine 4 (m/s^3),115.10219823968706,759.7151162892253,237.92337153625232,530.7404452473429,10,10,0.5205228832757727,n.s.,Mann-Whitney U,Mean step jerk Y at stance - spine 4 (m/s^3),144.71356415415153,0.30368699572937985,towards_healthy
Mean step jerk Y at stance - spine 4 std,578.3163156792399,945.4026109995011,314.25989551039254,567.8892655033944,10,10,0.4674896116017959,n.s.,Levene,Mean step jerk Y at stance - spine 4 std,88.89201301305641,0.2216036911320243,towards_healthy
Mean step jerk Y at stance - wrist (m/s^3),110.27304779332977,287.90967010108614,144.94255571625885,129.39747787117153,10,10,0.7341258175711344,n.s.,T-test,Mean step jerk Y at stance - wrist (m/s^3),4.1783076659858125,0.018053931497481867,towards_healthy
Mean step jerk Y at stance - wrist std,252.16985278493752,155.69575576580803,221.33026737013657,107.75710357226293,10,10,0.34325654788799814,n.s.,Levene,Mean step jerk Y at stance - wrist std,14.304554105920033,0.07399511573349347,towards_healthy
Mean step jerk Y at swing - ankle (m/s^3),-149.474234271615,174.763228335839,-324.90361973898996,236.26361676472882,10,10,0.07669354002547273,n.s.,T-test,Mean step jerk Y at swing - ankle (m/s^3),-83.60219676950834,-0.40422628211059786,away_from_healthy
Mean step jerk Y at swing - ankle std,385.5158211665496,144.25025733152117,335.364379028037,154.96905640821188,10,10,0.845366585443585,n.s.,Levene,Mean step jerk Y at swing - ankle std,-0.4856777760664954,-0.0034317741041968784,away_from_healthy
Mean step jerk Y at swing - base (m/s^3),-58.045655575497314,91.28279781056257,-74.59244620235347,78.45988710750025,10,10,0.6690535893909215,n.s.,T-test,Mean step jerk Y at swing - base (m/s^3),121.04911410364362,1.091498512410461,towards_healthy
Mean step jerk Y at swing - base std,133.6146408475288,84.68759870277891,144.9756293721212,79.6581337135465,10,10,0.6833329469847356,n.s.,Levene,Mean step jerk Y at swing - base std,46.152732021929324,0.4428761202146189,towards_healthy
Mean step jerk Y at swing - elbow (m/s^3),45.068021884435815,103.91648052991289,28.027244829812183,132.7982435301834,10,10,0.7531819863306237,n.s.,T-test,Mean step jerk Y at swing - elbow (m/s^3),-11.588662007726647,-0.09786336804946023,away_from_healthy
Mean step jerk Y at swing - elbow std,167.13230339893738,115.83515247752344,151.07504139865017,84.02106231993695,10,10,0.6069484468589778,n.s.,Levene,Mean step jerk Y at swing - elbow std,54.06509105931876,0.44064757634664037,towards_healthy
Mean step jerk Y at swing - head (m/s^3),55.26639260602693,123.43165527980517,78.01074768507766,147.72030354384017,10,10,0.7131813184247251,n.s.,T-test,Mean step jerk Y at swing - head (m/s^3),7.369481092673254,0.059682454146026895,towards_healthy
Mean step jerk Y at swing - head std,157.12526942684173,101.86615949553877,172.1964491889339,111.73401124243442,10,10,0.5603503558631346,n.s.,Levene,Mean step jerk Y at swing - head std,38.13179535087747,0.5811252541213329,towards_healthy
Mean step jerk Y at swing - hip (m/s^3),-5.752980657634563,80.6665374706334,37.345641161160174,60.973592193276566,10,10,0.19565820195466108,n.s.,T-test,Mean step jerk Y at swing - hip (m/s^3),-28.290036689715002,-0.2079509234736782,away_from_healthy
Mean step jerk Y at swing - hip std,167.89159345139723,101.76479090734746,127.01109242309458,61.96726378925082,10,10,0.1159876634866273,n.s.,Levene,Mean step jerk Y at swing - hip std,7.733676303550695,0.08628162688033308,towards_healthy
Mean step jerk Y at swing - knee (m/s^3),-32.272882443360125,163.81634880635593,-34.482202403122265,177.32205918531662,10,10,0.9772326466692699,n.s.,T-test,Mean step jerk Y at swing - knee (m/s^3),-40.98531993036198,-0.25812431231555216,away_from_healthy
Mean step jerk Y at swing - knee std,233.9376376411,88.09817286497216,198.37181625199054,93.16174013346945,10,10,0.6336445769571184,n.s.,Levene,Mean step jerk Y at swing - knee std,-24.889739433082156,-0.19433426185876754,away_from_healthy
Mean step jerk Y at swing - lForepaw (m/s^3),55.22075466510072,176.23567212097836,42.91966552285989,239.43459421690292,10,10,0.4273553138978077,n.s.,Mann-Whitney U,Mean step jerk Y at swing - lForepaw (m/s^3),-65.2043822254458,-0.25322171711303315,away_from_healthy
Mean step jerk Y at swing - lForepaw std,328.8687544226153,285.0881431216304,226.1139554890686,140.93923013331664,10,10,0.1280383310400326,n.s.,Levene,Mean step jerk Y at swing - lForepaw std,-17.578428752624717,-0.10751462427188392,away_from_healthy
Mean step jerk Y at swing - lHindfingers (m/s^3),52.06033612247137,159.74036537643596,95.66004236924869,227.62558164794365,10,10,0.6267195203915588,n.s.,T-test,Mean step jerk Y at swing - lHindfingers (m/s^3),15.370448031673533,0.06048374483315002,towards_healthy
Mean step jerk Y at swing - lHindfingers std,336.1957435379377,169.11027083740257,203.95536988174308,100.52395372559918,10,10,0.25018420750617315,n.s.,Levene,Mean step jerk Y at swing - lHindfingers std,-10.004083611661372,-0.0690194485380218,away_from_healthy
Mean step jerk Y at swing - lHindpaw (m/s^3),31.338254460407295,131.13578489873044,-93.3263012682082,301.96638804622046,10,10,0.25372758263160944,n.s.,T-test,Mean step jerk Y at swing - lHindpaw (m/s^3),-42.83653195458558,-0.17905058773466614,away_from_healthy
Mean step jerk Y at swing - lHindpaw std,325.2884903118776,97.17875880047576,237.01528221412931,96.09510385871408,10,10,0.9365882865311119,n.s.,Levene,Mean step jerk Y at swing - lHindpaw std,-54.24472171771836,-0.2998999871010766,away_from_healthy
Mean step jerk Y at swing - shoulder (m/s^3),19.859502126474133,94.54382343882418,93.19240076574854,93.61176496236662,10,10,0.098396563579395,n.s.,T-test,Mean step jerk Y at swing - shoulder (m/s^3),44.99196684303533,0.47080471514232347,towards_healthy
Mean step jerk Y at swing - shoulder std,138.67523893559422,52.91892628562451,124.56963846739987,67.24004961459111,10,10,0.7879061659320327,n.s.,Levene,Mean step jerk Y at swing - shoulder std,-8.850080623614474,-0.11643223420718016,away_from_healthy
Mean step jerk Y at swing - spine 1 (m/s^3),59.078984157396825,82.01246513351639,115.14447549979423,56.821384736640915,10,10,0.09455909849737164,n.s.,T-test,Mean step jerk Y at swing - spine 1 (m/s^3),3.4733321347360686,0.040745557033664746,towards_healthy
Mean step jerk Y at swing - spine 1 std,143.6489261348923,64.62640169004531,115.66227162879557,71.87158378403956,10,10,0.7981793591249392,n.s.,Levene,Mean step jerk Y at swing - spine 1 std,7.694154951102817,0.08545831840687672,towards_healthy
Mean step jerk Y at swing - spine 2 (m/s^3),104.68402972258518,199.0932337180046,313.3722058974532,261.6280297954788,10,10,0.0610781585046795,n.s.,T-test,Mean step jerk Y at swing - spine 2 (m/s^3),-111.29581263422989,-0.6650730198419752,away_from_healthy
Mean step jerk Y at swing - spine 2 std,231.6284116232579,134.82139436600983,238.9416347636132,167.66828814082584,10,10,0.653155732689197,n.s.,Levene,Mean step jerk Y at swing - spine 2 std,19.752121557374096,0.2289440501522825,towards_healthy
Mean step jerk Y at swing - spine 3 (m/s^3),92.22432530808223,127.07309924415173,143.7314146165587,174.84387261073516,10,10,0.4617668186017563,n.s.,T-test,Mean step jerk Y at swing - spine 3 (m/s^3),-53.45486686695867,-0.3243355919352482,away_from_healthy
Mean step jerk Y at swing - spine 3 std,173.616303565824,100.64083416742011,159.01300003441227,64.30402469261008,10,10,0.19549802493684054,n.s.,Levene,Mean step jerk Y at swing - spine 3 std,-20.683319259039337,-0.1860467274178972,away_from_healthy
Mean step jerk Y at swing - spine 4 (m/s^3),-38.57547570277171,99.86240968984983,-55.56012312111197,100.73332106964651,10,10,0.7093722707383552,n.s.,T-test,Mean step jerk Y at swing - spine 4 (m/s^3),-3.096478751340406,-0.023603999003905585,away_from_healthy
Mean step jerk Y at swing - spine 4 std,135.271436258631,61.651114475540645,181.14158255711692,104.08925136971997,10,10,0.4419353966557126,n.s.,Levene,Mean step jerk Y at swing - spine 4 std,57.46818379174064,0.6436863779209859,towards_healthy
Mean step jerk Y at swing - wrist (m/s^3),70.38010929438573,212.99183422700332,12.774106028488958,284.37142985485366,10,10,0.27303633975118835,n.s.,Mann-Whitney U,Mean step jerk Y at swing - wrist (m/s^3),-77.61575515262263,-0.24227925779105006,away_from_healthy
Mean step jerk Y at swing - wrist std,385.16346798484983,297.93782019324874,210.30273331274392,119.96657184252885,10,10,0.07766431869682779,n.s.,Levene,Mean step jerk Y at swing - wrist std,-76.4989608933395,-0.41515333280574424,away_from_healthy
Mean step jerk Y at touchdown - ankle (m/s^3),86.62642767038601,152.37560265596608,103.8893784307927,192.89300296565625,10,10,0.8268872123532278,n.s.,T-test,Mean step jerk Y at touchdown - ankle (m/s^3),-63.39830726844028,-0.29846722374945767,away_from_healthy
Mean step jerk Y at touchdown - ankle std,240.90660251067956,199.5375419871775,178.5339791233765,113.87628693149173,10,10,0.5269678253003887,n.s.,Levene,Mean step jerk Y at touchdown - ankle std,-24.57440642216622,-0.21656055857237078,away_from_healthy
Mean step jerk Y at touchdown - base (m/s^3),19.935725451227448,249.14435959360603,-98.45059455737126,232.8874723605962,10,10,0.08897301170181328,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - base (m/s^3),2.2605630589022354,0.010604278451138417,towards_healthy
Mean step jerk Y at touchdown - base std,373.0637360719818,355.47578600012025,288.3487661663287,270.1172201461398,10,10,0.541171660510116,n.s.,Levene,Mean step jerk Y at touchdown - base std,-26.147790706456476,-0.1981204807932733,away_from_healthy
Mean step jerk Y at touchdown - elbow (m/s^3),-141.8926855293464,309.4685272397449,-210.20394459150293,278.96079522618476,10,10,0.6105070945032761,n.s.,T-test,Mean step jerk Y at touchdown - elbow (m/s^3),-35.7415882827388,-0.11263543942603892,away_from_healthy
Mean step jerk Y at touchdown - elbow std,366.74300911453463,265.0612919324018,230.79255058287904,119.31758146806987,10,10,0.31143035585860723,n.s.,Levene,Mean step jerk Y at touchdown - elbow std,3.0636066844882066,0.01900904492964393,towards_healthy
Mean step jerk Y at touchdown - head (m/s^3),-43.522513822546934,199.69511448220507,85.26752371309813,183.80306722888938,10,10,0.21229383619233155,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - head (m/s^3),28.857842052258405,0.16083135980347313,towards_healthy
Mean step jerk Y at touchdown - head std,214.4168168585423,328.32708557094446,191.6933940145837,79.50546667946945,10,10,0.39848316186934896,n.s.,Levene,Mean step jerk Y at touchdown - head std,9.243062104549097,0.0695677506665521,towards_healthy
Mean step jerk Y at touchdown - hip (m/s^3),7.899786987469225,335.1984925850078,0.22486381974142092,196.26247816375323,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - hip (m/s^3),92.5283895031686,0.465717761909805,towards_healthy
Mean step jerk Y at touchdown - hip std,344.3773842191489,493.7004362718756,228.7065043860319,266.12909938742246,10,10,0.4587362245683544,n.s.,Levene,Mean step jerk Y at touchdown - hip std,71.14026279187944,0.331263998264218,towards_healthy
Mean step jerk Y at touchdown - knee (m/s^3),99.01158199127103,236.17374883988194,195.78638238582118,197.80735270912632,10,10,0.33409072177404375,n.s.,T-test,Mean step jerk Y at touchdown - knee (m/s^3),-4.634523504774336,-0.033507349372694735,away_from_healthy
Mean step jerk Y at touchdown - knee std,332.9170726479385,326.8412644238139,197.31874589536574,148.44495632366642,10,10,0.2517858287222925,n.s.,Levene,Mean step jerk Y at touchdown - knee std,27.560590325606853,0.2146406259043396,towards_healthy
Mean step jerk Y at touchdown - lForepaw (m/s^3),148.2200146535909,145.55798732319414,130.07219653108854,183.61149296909034,10,10,0.8094262674573154,n.s.,T-test,Mean step jerk Y at touchdown - lForepaw (m/s^3),-17.95385284298976,-0.11446242852658987,away_from_healthy
Mean step jerk Y at touchdown - lForepaw std,202.87431165549904,140.33560537937905,204.37899262571568,148.1966003306172,10,10,0.8517787847672024,n.s.,Levene,Mean step jerk Y at touchdown - lForepaw std,45.4271192730281,0.43237094637855905,towards_healthy
Mean step jerk Y at touchdown - lHindfingers (m/s^3),286.3537311365502,326.87336723526096,362.2665985635598,345.03719935880173,10,10,0.6196482842717883,n.s.,T-test,Mean step jerk Y at touchdown - lHindfingers (m/s^3),55.838017647943616,0.18388595194692278,towards_healthy
Mean step jerk Y at touchdown - lHindfingers std,336.49966687608674,212.49672548786143,296.8881958615703,180.3616404378586,10,10,0.2700360389254065,n.s.,Levene,Mean step jerk Y at touchdown - lHindfingers std,1.9523394699534151,0.017600856715656796,towards_healthy
Mean step jerk Y at touchdown - lHindpaw (m/s^3),277.8513700030928,350.8619805197183,515.998658145604,334.39811143639696,10,10,0.13769070390802493,n.s.,T-test,Mean step jerk Y at touchdown - lHindpaw (m/s^3),13.558959752043734,0.04364719667549605,towards_healthy
Mean step jerk Y at touchdown - lHindpaw std,409.4689595140164,226.96112512334375,280.68436649763424,182.22519488296,10,10,0.6453194799885946,n.s.,Levene,Mean step jerk Y at touchdown - lHindpaw std,-13.208987952421637,-0.10489731362679933,away_from_healthy
Mean step jerk Y at touchdown - shoulder (m/s^3),-84.80935596502839,341.4152799857829,-183.76247625832087,216.3111824435921,10,10,0.0211339281291611,*,Mann-Whitney U,Mean step jerk Y at touchdown - shoulder (m/s^3),-62.934391348932834,-0.29914421377106193,away_from_healthy
Mean step jerk Y at touchdown - shoulder std,313.18010365603686,515.8545472048947,190.23081308539875,165.8553389639276,10,10,0.5120056902364354,n.s.,Levene,Mean step jerk Y at touchdown - shoulder std,3.5275410198134125,0.022561706750028866,towards_healthy
Mean step jerk Y at touchdown - spine 1 (m/s^3),-80.64188478293563,362.39012426677857,-86.10544561941579,231.03391108705077,10,10,0.27303633975118835,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 1 (m/s^3),111.01360088689992,0.4975627551592047,towards_healthy
Mean step jerk Y at touchdown - spine 1 std,354.84026794995754,664.6983879613855,189.5352549275742,222.48927675347548,10,10,0.49146126638829646,n.s.,Levene,Mean step jerk Y at touchdown - spine 1 std,71.07031216829796,0.3789399573368153,towards_healthy
Mean step jerk Y at touchdown - spine 2 (m/s^3),-138.612021428902,438.697022761885,-93.93088813870932,141.70222426416166,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 2 (m/s^3),115.55559495751368,0.42617892558766146,towards_healthy
Mean step jerk Y at touchdown - spine 2 std,383.56235122021224,756.2164093874155,267.9225664949855,156.03006991199993,10,10,0.3380861276340053,n.s.,Levene,Mean step jerk Y at touchdown - spine 2 std,68.37448841286374,0.271484409068734,towards_healthy
Mean step jerk Y at touchdown - spine 3 (m/s^3),-26.106103592486072,491.2232840759678,-28.03436487169107,268.0607829964311,10,10,0.5707503880581739,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 3 (m/s^3),129.83660687869462,0.4777964224949811,towards_healthy
Mean step jerk Y at touchdown - spine 3 std,467.60089442489715,880.3953742339057,254.4386405546596,270.5294529884175,10,10,0.4635615406421292,n.s.,Levene,Mean step jerk Y at touchdown - spine 3 std,110.7811769976851,0.46537254856479127,towards_healthy
Mean step jerk Y at touchdown - spine 4 (m/s^3),-43.08533109096468,396.0322411209787,-52.76823402192923,171.74305396383542,10,10,0.3447042220069576,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 4 (m/s^3),41.27652475242758,0.16117097652536427,towards_healthy
Mean step jerk Y at touchdown - spine 4 std,342.36499429470706,631.9717265418964,238.20980838694777,326.58085788461716,10,10,0.6493942069784104,n.s.,Levene,Mean step jerk Y at touchdown - spine 4 std,85.6123831573506,0.38393951673781185,towards_healthy
Mean step jerk Y at touchdown - wrist (m/s^3),135.05896098716744,227.46701076180045,60.16350444891143,195.63921780123675,10,10,0.44038194646975515,n.s.,T-test,Mean step jerk Y at touchdown - wrist (m/s^3),43.430105666586854,0.1752852438695406,towards_healthy
Mean step jerk Y at touchdown - wrist std,245.173334850524,183.6332594458338,298.0945968396794,71.71332640052903,10,10,0.25609731639946787,n.s.,Levene,Mean step jerk Y at touchdown - wrist std,-64.5429089759896,-0.4787560245146835,away_from_healthy
Mean step jerk Y during stance - ankle (m/s^3),-24.9191738363459,20.77878161605337,-13.832930811691702,10.931508258538367,10,10,0.15818201992289924,n.s.,T-test,Mean step jerk Y during stance - ankle (m/s^3),-8.479530783494138,-0.370869524152609,away_from_healthy
Mean step jerk Y during stance - ankle std,24.229548892907747,25.692917446175397,16.707383457737116,14.149326572418845,10,10,0.3894080323445106,n.s.,Levene,Mean step jerk Y during stance - ankle std,-3.149059953939666,-0.31491083046186696,away_from_healthy
Mean step jerk Y during stance - base (m/s^3),5.528903789404379,24.884817055504083,-5.309896241185185,19.922245066707397,10,10,0.3074894566186813,n.s.,Mann-Whitney U,Mean step jerk Y during stance - base (m/s^3),-6.3087073580528426,-0.25681470116743604,away_from_healthy
Mean step jerk Y during stance - base std,20.879473362437533,20.264970892973263,20.637224543028573,19.09965060276441,10,10,0.9153561976904486,n.s.,Levene,Mean step jerk Y during stance - base std,-0.26849503290312526,-0.016124483602450012,away_from_healthy
Mean step jerk Y during stance - elbow (m/s^3),30.763016865108035,20.118006801731593,38.31936128408884,36.32703357142007,10,10,0.5741025001705075,n.s.,T-test,Mean step jerk Y during stance - elbow (m/s^3),3.227583451285483,0.1432021826915336,towards_healthy
Mean step jerk Y during stance - elbow std,29.089593565661396,19.31557922320657,23.45394370574438,26.445843915556804,10,10,0.8916989325570347,n.s.,Levene,Mean step jerk Y during stance - elbow std,-2.2146110655096116,-0.15049421732426257,away_from_healthy
Mean step jerk Y during stance - head (m/s^3),2.272515198880086,12.418170576683224,-0.7916711205845924,13.933896983143987,10,10,0.6100586841267834,n.s.,T-test,Mean step jerk Y during stance - head (m/s^3),-0.5478372013440076,-0.04804183748996091,away_from_healthy
Mean step jerk Y during stance - head std,18.581613117893703,12.783071761578439,14.844192274163623,9.453528833034328,10,10,0.6312953369967734,n.s.,Levene,Mean step jerk Y during stance - head std,-1.2970993153834787,-0.11924902113641281,away_from_healthy
Mean step jerk Y during stance - hip (m/s^3),19.260793074753074,23.06430172810477,11.800527877359752,28.821366756626492,10,10,0.14046504815835495,n.s.,Mann-Whitney U,Mean step jerk Y during stance - hip (m/s^3),6.487649039232917,0.3175055756385641,towards_healthy
Mean step jerk Y during stance - hip std,28.981563099463063,30.33774476296616,21.43852622224748,36.446215409370645,10,10,0.691040999742937,n.s.,Levene,Mean step jerk Y during stance - hip std,7.9479620276852785,0.5498334848419391,towards_healthy
Mean step jerk Y during stance - knee (m/s^3),31.354696238463276,22.855732602112795,18.97999653463897,24.862480028573657,10,10,0.26181422734688314,n.s.,T-test,Mean step jerk Y during stance - knee (m/s^3),-4.004632818552587,-0.16477511937954312,away_from_healthy
Mean step jerk Y during stance - knee std,33.09323000322833,24.718092608311263,18.63865754724447,23.3247283839086,10,10,0.4358771851611204,n.s.,Levene,Mean step jerk Y during stance - knee std,-3.052161764855306,-0.1646913236228573,away_from_healthy
Mean step jerk Y during stance - lForepaw (m/s^3),2.290488653805176,16.908663339045663,8.8762119446388,13.694976251485695,10,10,0.35172815752823905,n.s.,T-test,Mean step jerk Y during stance - lForepaw (m/s^3),-11.905224072079074,-0.5942060653602281,away_from_healthy
Mean step jerk Y during stance - lForepaw std,22.376492801964986,14.747210064995295,16.065068884332852,11.467185336259773,10,10,0.9201161099447775,n.s.,Levene,Mean step jerk Y during stance - lForepaw std,-5.233283295713843,-0.26827420590501594,away_from_healthy
Mean step jerk Y during stance - lHindfingers (m/s^3),4.996956508597927,16.83728174988108,-2.145068717015621,18.089375249825544,10,10,0.21229383619233155,n.s.,Mann-Whitney U,Mean step jerk Y during stance - lHindfingers (m/s^3),18.488973992976558,0.7502983714608893,towards_healthy
Mean step jerk Y during stance - lHindfingers std,19.580394699337507,11.436403266271537,16.941140035295593,5.152209123683112,10,10,0.007386999747555221,**,Levene,Mean step jerk Y during stance - lHindfingers std,1.4074170258421503,0.13173561394096872,towards_healthy
Mean step jerk Y during stance - lHindpaw (m/s^3),-20.098056693736595,29.299122191434815,-10.514130485929053,16.509989994439266,10,10,0.38253451368854285,n.s.,T-test,Mean step jerk Y during stance - lHindpaw (m/s^3),-22.491575396817773,-0.86200636883834,away_from_healthy
Mean step jerk Y during stance - lHindpaw std,18.106405800654887,17.71525695259767,13.255562707109842,6.234583806649833,10,10,0.07825160786814109,n.s.,Levene,Mean step jerk Y during stance - lHindpaw std,-7.748257881564765,-0.4583562768298345,away_from_healthy
Mean step jerk Y during stance - shoulder (m/s^3),10.817772647165325,24.58965409580525,18.92154058216161,26.275674456812524,10,10,0.16197241048012612,n.s.,Mann-Whitney U,Mean step jerk Y during stance - shoulder (m/s^3),-12.392491356570131,-0.6766073818789059,away_from_healthy
Mean step jerk Y during stance - shoulder std,26.123974854205567,33.05760294269256,17.701567822839078,31.414801412230624,10,10,0.7051553614736612,n.s.,Levene,Mean step jerk Y during stance - shoulder std,5.74397967126972,0.31619235128642736,towards_healthy
Mean step jerk Y during stance - spine 1 (m/s^3),14.680260465851802,35.56059594044279,20.59108373557524,36.28528196896694,10,10,0.3074894566186813,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 1 (m/s^3),5.937987223733865,0.24109392550549097,towards_healthy
Mean step jerk Y during stance - spine 1 std,30.693795108707047,44.60195583672349,22.213618101188775,39.952087384872854,10,10,0.6706704189760755,n.s.,Levene,Mean step jerk Y during stance - spine 1 std,9.608286938761461,0.432682487245434,towards_healthy
Mean step jerk Y during stance - spine 2 (m/s^3),13.246588792432718,34.91826948031848,23.45653669243074,41.10195469788493,10,10,0.3846730627355087,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 2 (m/s^3),-3.834580123076499,-0.12834017358869848,away_from_healthy
Mean step jerk Y during stance - spine 2 std,30.86969680928495,38.84118929692759,31.48514476616454,47.54017692550698,10,10,0.9818491205930174,n.s.,Levene,Mean step jerk Y during stance - spine 2 std,12.59592273930489,0.46470824018755336,towards_healthy
Mean step jerk Y during stance - spine 3 (m/s^3),20.36064176923984,39.57158124044109,25.939426897829332,40.437052163311165,10,10,0.5205228832757727,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 3 (m/s^3),7.971533450543038,0.3088061068802654,towards_healthy
Mean step jerk Y during stance - spine 3 std,36.0978447698446,50.19551309589586,25.957701477777146,52.82323205216824,10,10,0.7721233729265922,n.s.,Levene,Mean step jerk Y during stance - spine 3 std,10.763715658994974,0.42655863744603895,towards_healthy
Mean step jerk Y during stance - spine 4 (m/s^3),15.133989944750786,36.484869037335066,16.68753104531688,32.775196443502665,10,10,0.9698499769931556,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 4 (m/s^3),7.551773203904954,0.3071121835525658,towards_healthy
Mean step jerk Y during stance - spine 4 std,30.35900744013849,33.07580953902777,24.291363013111532,39.744938537021554,10,10,0.8677600110977357,n.s.,Levene,Mean step jerk Y during stance - spine 4 std,7.1480009788006384,0.383267279042753,towards_healthy
Mean step jerk Y during stance - wrist (m/s^3),17.035742149338354,19.13242051216859,25.15027317915764,21.959676775337915,10,10,0.16197241048012612,n.s.,Mann-Whitney U,Mean step jerk Y during stance - wrist (m/s^3),1.7108571705162845,0.07719156432515968,towards_healthy
Mean step jerk Y during stance - wrist std,24.277606770433596,11.415132560222059,20.690479124516735,12.462804708356513,10,10,0.8434948729426227,n.s.,Levene,Mean step jerk Y during stance - wrist std,-6.356086323370654,-0.4461088408922897,away_from_healthy
Mean step jerk Y during swing - ankle (m/s^3),22.859977992735292,18.15309910437245,10.051824168390745,15.766472341805814,10,10,0.10967557123372347,n.s.,T-test,Mean step jerk Y during swing - ankle (m/s^3),-13.776058924951737,-0.7579988771975378,away_from_healthy
Mean step jerk Y during swing - ankle std,21.894071787694934,12.004217115353896,15.376702465828888,10.964592691705334,10,10,0.44334033735610345,n.s.,Levene,Mean step jerk Y during swing - ankle std,-3.208988655683516,-0.2708076052826493,away_from_healthy
Mean step jerk Y during swing - base (m/s^3),-10.767142940598387,20.44158351831641,12.123562002530957,12.680757992637432,10,10,0.017257456083119765,*,Mann-Whitney U,Mean step jerk Y during swing - base (m/s^3),-11.833382798521995,-0.4824020192586651,away_from_healthy
Mean step jerk Y during swing - base std,22.914923804398462,12.094271525155909,14.109063780694308,3.806777424456815,10,10,0.03275014727446823,*,Levene,Mean step jerk Y during swing - base std,-5.3861349376224705,-0.38043915472827994,away_from_healthy
Mean step jerk Y during swing - elbow (m/s^3),-32.41349222935582,22.0821684890137,-26.786258696186433,17.108560940481368,10,10,0.5326217729774004,n.s.,T-test,Mean step jerk Y during swing - elbow (m/s^3),-5.531872806101926,-0.29700531399940683,away_from_healthy
Mean step jerk Y during swing - elbow std,28.73385323685532,19.54688528531871,14.538120802208448,7.461899985366565,10,10,0.009475991954061295,**,Levene,Mean step jerk Y during swing - elbow std,-9.81463158031263,-0.7691620093931022,away_from_healthy
Mean step jerk Y during swing - head (m/s^3),0.823309331934033,13.888844212024408,0.16655083429667833,12.333658447270146,10,10,0.9122279123619882,n.s.,T-test,Mean step jerk Y during swing - head (m/s^3),2.698623756491759,0.22193187686262714,towards_healthy
Mean step jerk Y during swing - head std,20.730804314742493,7.935858287374945,15.370951469668451,6.044652719917992,10,10,0.30683533412486685,n.s.,Levene,Mean step jerk Y during swing - head std,-0.7834905417782032,-0.08391782886147328,away_from_healthy
Mean step jerk Y during swing - hip (m/s^3),-22.775250347497018,20.88953076133406,-5.70494431252244,7.765519269006402,10,10,0.03309372444345636,*,T-test,Mean step jerk Y during swing - hip (m/s^3),-0.8354703097616554,-0.05782437842123083,away_from_healthy
Mean step jerk Y during swing - hip std,22.660231176110265,21.7936523993176,9.793463236035253,3.3591051414354043,10,10,0.12024211700269473,n.s.,Levene,Mean step jerk Y during swing - hip std,-2.441045246604647,-0.2978228578544789,away_from_healthy
Mean step jerk Y during swing - knee (m/s^3),-34.702318626700205,27.648844885785792,-21.55265299361553,19.56873558462977,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean step jerk Y during swing - knee (m/s^3),-6.946857243356455,-0.28156735351413803,away_from_healthy
Mean step jerk Y during swing - knee std,31.019665172893617,19.892392705066598,14.482062601436661,6.758203763878492,10,10,0.17499703376296785,n.s.,Levene,Mean step jerk Y during swing - knee std,-3.278477299672728,-0.26581196090918596,away_from_healthy
Mean step jerk Y during swing - lForepaw (m/s^3),-8.247091144861798,10.907076663151871,-11.268939023351074,12.556408832300372,10,10,0.5728475542796129,n.s.,T-test,Mean step jerk Y during swing - lForepaw (m/s^3),-9.032091662428389,-0.3795116244922166,away_from_healthy
Mean step jerk Y during swing - lForepaw std,19.08917412096358,12.580093027076954,18.567617942360467,7.765717402461452,10,10,0.18638864878873826,n.s.,Levene,Mean step jerk Y during swing - lForepaw std,-3.044820181350726,-0.20092872465840983,away_from_healthy
Mean step jerk Y during swing - lHindfingers (m/s^3),-15.6764954755932,23.2910518527029,-9.264616026492785,15.441507899041884,10,10,0.47882132760977203,n.s.,T-test,Mean step jerk Y during swing - lHindfingers (m/s^3),16.592636299549163,0.6419502022286003,towards_healthy
Mean step jerk Y during swing - lHindfingers std,23.50719836719241,20.54010601480152,16.821767469095846,7.166211832981902,10,10,0.05462077653717465,n.s.,Levene,Mean step jerk Y during swing - lHindfingers std,-3.0968937057444847,-0.21924722302381955,away_from_healthy
