Feature,Statistical Test,Global p-value,Global significance,Mean Healthy Left B,SD Healthy Left B,Number of samples in Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Sick Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Sick Left E,p-value Healthy Left B vs Sick Left C,Significance Healthy Left B vs Sick Left C,p-value Healthy Left B vs Sick Left E,Significance Healthy Left B vs Sick Left E,p-value Sick Left C vs Sick Left E,Significance Sick Left C vs Sick Left E,feature,change value,change_effect_size,direction
Mean angle value - rhindlimb - lHindpaw (°),Circular,4.871197762724853e-05,***,152.19867181373425,2.806743911160562,10,146.86973261899647,1.920855722057684,10,149.39208615139648,1.7460534532231646,10,0.3665901938094058,n.s.,0.08424533124682601,n.s.,0.010458997259186866,*,Mean angle value - rhindlimb - lHindpaw (°),2.522353532400018,1.04882066750732,towards_healthy
Mean angle value - rhindlimb - lHindpaw std,Levene,0.010341550832948658,*,3.029936830701837,1.464590350056963,10,2.1619682696511537,0.7970198080058035,10,1.6061692012789002,0.721847117853841,10,0.0773460691890412,n.s.,0.03453407662288124,*,1.0,n.s.,Mean angle value - rhindlimb - lHindpaw std,-0.5557990683722536,-0.47140010998119214,away_from_healthy
Mean angle value - spine - base (°),Circular,0.16213803221536516,n.s.,29.704156662609982,3.509869382868818,10,30.11582736210489,3.408113071499946,10,32.54274924965419,3.7788842323566603,10,0.9332077210122633,n.s.,0.9963492222897706,n.s.,0.34275823947657813,n.s.,Mean angle value - spine - base (°),-2.4269218875493017,-0.7015511848151247,away_from_healthy
Mean angle value - spine - base std,Levene,0.5673979798431479,n.s.,3.5433004898032316,1.3183425506282425,10,3.811612401470326,1.8629566773987996,10,2.8176765825474077,1.2859968794467524,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - spine - base std,-0.4573119955887295,-0.28337768154770626,away_from_healthy
Mean angle value - spine - head (°),Circular,0.30987103635853513,n.s.,42.18254996357042,2.7602077199641486,10,40.360756740956546,3.206070599432807,10,40.762895809593914,2.1985089074506265,10,0.4587534216657435,n.s.,0.4172568991377641,n.s.,0.005845487581597114,**,Mean angle value - spine - head (°),0.4021390686373678,0.13442914546120907,towards_healthy
Mean angle value - spine - head std,Levene,0.7795805617094986,n.s.,3.1050968065304616,1.923736305031763,10,3.305874032073581,1.6438711910437447,10,3.788616697046776,1.617184758080488,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - spine - head std,-0.4827426649731952,-0.2697965709405616,away_from_healthy
Mean angle value - spine - spine 1 (°),Circular,0.14167759505905822,n.s.,151.44756612030042,2.487958257104762,10,153.86250863388184,3.767478026040823,10,154.44410927206997,3.9563780432151097,10,0.5752225266205357,n.s.,0.5654719052749819,n.s.,1.0,n.s.,Mean angle value - spine - spine 1 (°),-0.5816006381881209,-0.1821784531463912,away_from_healthy
Mean angle value - spine - spine 1 std,Levene,0.4791254648061106,n.s.,4.150417751944457,2.5012188137689475,10,4.6528636710277045,1.5205939649465874,10,4.326912098163715,1.0751022035604685,10,1.0,n.s.,0.8803910650775477,n.s.,1.0,n.s.,Mean angle value - spine - spine 1 std,0.3259515728639899,0.15747829618637146,towards_healthy
Mean angle value - spine - spine 2 (°),Circular,0.6504991676275662,n.s.,174.90580161407598,1.6432808991899068,10,173.79998440633443,3.5891448764909035,10,174.2737390926843,3.910324232254622,10,0.3123630049747891,n.s.,0.12391288011347004,n.s.,1.0,n.s.,Mean angle value - spine - spine 2 (°),0.47375468634987783,0.1697275238908248,towards_healthy
Mean angle value - spine - spine 2 std,Levene,0.3630812258371869,n.s.,2.0892894869447316,1.3871716779492387,10,2.547550634421632,2.203101737821339,10,1.8494467269238435,1.0734680831369876,10,1.0,n.s.,1.0,n.s.,0.6772506060303971,n.s.,Mean angle value - spine - spine 2 std,0.21841838745601216,0.11864693802842473,towards_healthy
Mean angle value - spine - spine 3 (°),Circular,0.7350842760906475,n.s.,153.77771089117536,4.61816653904543,10,154.47389088305337,3.212716125906595,10,153.15995468723824,3.7473460324140744,10,0.6720447183188589,n.s.,0.2720082173961,n.s.,0.11379412751215867,n.s.,Mean angle value - spine - spine 3 (°),0.078423787940892,0.019714363879420636,towards_healthy
Mean angle value - spine - spine 3 std,Levene,0.1605824054694601,n.s.,4.891663805548785,2.4203566510047807,10,4.471593534133649,1.5477530705938505,10,3.499572713478204,1.5792492904626456,10,0.4691319545026785,n.s.,0.25513302099472146,n.s.,1.0,n.s.,Mean angle value - spine - spine 3 std,-0.9720208206554446,-0.4784836730616471,away_from_healthy
Mean angle value - spine - spine 4 (°),Circular,0.03210305590262668,*,166.26585249873278,1.8631331819331225,10,164.48435231409584,2.2038221570419245,10,163.4429648316595,2.8725899800142916,10,0.07372327072908985,n.s.,0.06324099396635381,n.s.,1.0,n.s.,Mean angle value - spine - spine 4 (°),-1.0413874824363347,-0.5103339423840964,away_from_healthy
Mean angle value - spine - spine 4 std,Levene,0.4848617503419677,n.s.,2.125646258162367,0.9425123692618916,10,2.2646067169471458,0.631857968717803,10,1.9475814757649121,1.138046090103471,10,0.7528311330453945,n.s.,1.0,n.s.,0.8642019321838672,n.s.,Mean angle value - spine - spine 4 std,-0.03910432361267646,-0.0487364247900781,away_from_healthy
Mean angle value - tail - base (°),Circular,0.21874872377458066,n.s.,6.653062562189033,2.864444451867936,10,8.270721518977705,2.7900952964246835,10,6.31366527936713,2.107577407935085,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - tail - base (°),1.2782616739667683,0.45207965599024397,towards_healthy
Mean angle value - tail - base std,Levene,0.6448073900008521,n.s.,2.238819856401737,1.333717446739696,10,2.1349328981808586,1.2887862679630122,10,2.285995414858875,2.1676778117566804,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - tail - base std,0.05671139976374029,0.04324346830871445,towards_healthy
Mean angle value - tail - tail 1 (°),Circular,0.10045017301042097,n.s.,174.43386015187815,1.3656030000684978,10,175.45707901771175,1.003462573213865,10,175.21684059886553,0.8673369036067584,10,0.2855920623175844,n.s.,0.39038366648888734,n.s.,1.0,n.s.,Mean angle value - tail - tail 1 (°),0.24023841884621788,0.2004839941756563,towards_healthy
Mean angle value - tail - tail 1 std,Levene,0.024972144114659877,*,1.4343676198903812,0.731256228104689,10,0.6690371489671965,0.4737937667314176,10,1.0045177250744044,0.42424721950731936,10,0.10409648105850969,n.s.,0.03956409157190524,*,1.0,n.s.,Mean angle value - tail - tail 1 std,0.33548057610720794,0.5445022058441359,towards_healthy
Mean angle value - tail - tail 2 (°),Circular,0.5642246576893746,n.s.,167.23653901757325,3.9942720216850045,10,166.48992802686377,2.5653508557456126,10,165.62815325069238,3.3040644462310094,10,0.08991277816034007,n.s.,0.3435863355145359,n.s.,0.21087961101375013,n.s.,Mean angle value - tail - tail 2 (°),-0.8617747761713872,-0.25673066169336817,away_from_healthy
Mean angle value - tail - tail 2 std,Levene,0.726527014569516,n.s.,2.7941528834595486,1.3583869277732084,10,2.226721248151425,1.4948708197475549,10,1.4671809611143196,1.3660668512883238,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - tail - tail 2 std,-0.7595402870371055,-0.5317940956750472,away_from_healthy
Mean angle value - tail - tail 3 (°),Circular,0.08201055571724171,n.s.,167.22338313384296,3.937682459399535,10,167.0908820327334,3.5939321925581615,10,163.38725991078826,5.395007874400244,10,1.0,n.s.,0.4245612405940814,n.s.,1.0,n.s.,Mean angle value - tail - tail 3 (°),-3.7036221219451306,-0.9824641337690826,away_from_healthy
Mean angle value - tail - tail 3 std,Levene,0.07406643718366955,n.s.,3.5039527125604266,2.331908584551971,10,2.0094311398028752,0.7013109223831131,10,2.8870738610579805,1.5685212237954775,10,0.11187662188772332,n.s.,0.9573492126697449,n.s.,0.2858514466199707,n.s.,Mean angle value - tail - tail 3 std,0.8776427212551052,0.5097048724862931,towards_healthy
Mean angle value - tail - tail 4 (°),Circular,0.011906216425172568,*,21.024238828085743,5.925217439303738,10,22.030822575243015,5.063144277078651,10,27.92930313123128,4.931110877276691,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - tail - tail 4 (°),-5.8984805559882645,-1.0702981462200134,away_from_healthy
Mean angle value - tail - tail 4 std,Levene,0.8303919126129701,n.s.,4.862398443952845,2.983646351271653,10,4.065110329571592,2.631200742883442,10,4.342922550696967,2.262933320975384,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle value - tail - tail 4 std,0.27781222112537485,0.0987619157459827,towards_healthy
Mean angle velocity - rforelimb - elbow (rad/s),Circular,0.33620970641793435,n.s.,-0.004511018569105719,0.10025082841435147,10,0.025927149388477455,0.06042315602948273,10,-0.014462561848393719,0.07840233514239113,10,0.6210201950793065,n.s.,1.0,n.s.,0.6441484078962967,n.s.,Mean angle velocity - rforelimb - elbow (rad/s),0.020486624678295175,0.24751773477283992,towards_healthy
Mean angle velocity - rforelimb - elbow std,Levene,0.41773444743641686,n.s.,0.12319939002866868,0.057961439225263235,10,0.08519276430519541,0.0409402329170311,10,0.11149237378550256,0.057295416546708285,10,1.0,n.s.,1.0,n.s.,0.5006932940318289,n.s.,Mean angle velocity - rforelimb - elbow std,0.026299609480307143,0.5241279788240171,towards_healthy
Mean angle velocity - rforelimb - lForepaw (rad/s),Circular,0.4387497500559349,n.s.,-0.02916001130553228,0.16020371701801409,10,0.02549307829363312,0.13266888424724804,10,0.05227284968991602,0.13254102897593695,10,1.0,n.s.,0.7052570402877223,n.s.,1.0,n.s.,Mean angle velocity - rforelimb - lForepaw (rad/s),-0.026779771396282903,-0.18207367840434904,away_from_healthy
Mean angle velocity - rforelimb - lForepaw std,Levene,0.4270200035140053,n.s.,0.28431633234860765,0.08527899385242511,10,0.2063975429237667,0.12460187336025257,10,0.24395170614095454,0.14520028387606115,10,0.5884516074046711,n.s.,0.7933299513253265,n.s.,1.0,n.s.,Mean angle velocity - rforelimb - lForepaw std,0.03755416321718785,0.3517413610690098,towards_healthy
Mean angle velocity - rforelimb - shoulder (rad/s),Circular,0.23521850743527087,n.s.,0.010912703540049851,0.10408256868454033,10,0.028460520621866825,0.10045314342496424,10,0.033129501919153655,0.06298506202409888,10,1.0,n.s.,0.4417095834290528,n.s.,0.3706826343226172,n.s.,Mean angle velocity - rforelimb - shoulder (rad/s),-0.00466898129728683,-0.04564725006923618,away_from_healthy
Mean angle velocity - rforelimb - shoulder std,Levene,0.24432887439570944,n.s.,0.1601622949082452,0.07384216548332002,10,0.13803035344377354,0.05490171057036299,10,0.11086779870185368,0.05657252814609258,10,0.3602340830693743,n.s.,0.48141369577241067,n.s.,1.0,n.s.,Mean angle velocity - rforelimb - shoulder std,-0.027162554741919864,-0.4174691044662586,away_from_healthy
Mean angle velocity - rforelimb - wrist (rad/s),Circular,0.5340276867214367,n.s.,0.03364570246990475,0.16107380090958773,10,0.05780844331613329,0.13910407718742673,10,0.08657157537855101,0.07128595371711732,10,1.0,n.s.,0.7355263789422497,n.s.,1.0,n.s.,Mean angle velocity - rforelimb - wrist (rad/s),-0.02876313206241772,-0.19112936371763856,away_from_healthy
Mean angle velocity - rforelimb - wrist std,Levene,0.15537842339810143,n.s.,0.19896490070164125,0.1327725662222406,10,0.16346064610138775,0.07958539203324583,10,0.12000805509953064,0.07198640423789614,10,0.3590829781923875,n.s.,0.4450051926570233,n.s.,1.0,n.s.,Mean angle velocity - rforelimb - wrist std,-0.04345259100185711,-0.39697724995621236,away_from_healthy
Mean angle velocity - rhindlimb - ankle (rad/s),Circular,0.48307419106382726,n.s.,-0.02713597908592707,0.09796258816035447,10,-0.07273460626119965,0.07757121837157181,10,-0.057014654195845574,0.0769219918156388,10,0.7926292742953638,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - rhindlimb - ankle (rad/s),0.01571995206535408,0.17791380498039916,towards_healthy
Mean angle velocity - rhindlimb - ankle std,Levene,0.19830937741331175,n.s.,0.17502440425646099,0.0681362449182564,10,0.09181105505880435,0.039074264238765484,10,0.0794018982859452,0.06362511855931333,10,0.23102638236599746,n.s.,1.0,n.s.,0.6214222455486051,n.s.,Mean angle velocity - rhindlimb - ankle std,-0.012409156772859156,-0.22342805523768516,away_from_healthy
Mean angle velocity - rhindlimb - hip (rad/s),Circular,0.20617014780131945,n.s.,0.08907952606558174,0.11038001973258219,10,0.08634769792241984,0.1360460784048756,10,0.0721483362581314,0.024045980528222367,10,1.0,n.s.,0.25478581082651863,n.s.,0.35855461326451704,n.s.,Mean angle velocity - rhindlimb - hip (rad/s),-0.014199361664288437,-0.11462232496741728,away_from_healthy
Mean angle velocity - rhindlimb - hip std,Levene,0.6535512887299759,n.s.,0.1945161342932688,0.05650248249509242,10,0.1321177885790387,0.0779647722851425,10,0.13872913040753473,0.06562218764647142,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - rhindlimb - hip std,0.006611341828496042,0.09710474912340442,towards_healthy
Mean angle velocity - rhindlimb - knee (rad/s),Circular,0.02423910241936832,*,-0.03487988645471734,0.03869836065903127,10,-0.08493295681543966,0.05419592519474195,10,-0.05089790310718938,0.01191816520538509,10,0.0897479367655078,n.s.,0.7089709524598473,n.s.,0.19497924743398298,n.s.,Mean angle velocity - rhindlimb - knee (rad/s),0.03403505370825029,0.7227803008035336,towards_healthy
Mean angle velocity - rhindlimb - knee std,Levene,0.9107336933032828,n.s.,0.04320412659687741,0.02110046551990636,10,0.04635275169932872,0.021377590629802438,10,0.045322569525137496,0.0238913904099543,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - rhindlimb - knee std,0.0010301821741912215,0.0485031729291132,towards_healthy
Mean angle velocity - rhindlimb - lHindfingers (rad/s),Circular,0.45380904535369854,n.s.,0.06764911722882964,0.16271357534185765,10,-0.0016665929342912361,0.11753722984488622,10,0.01779797244727411,0.11510037169802424,10,0.8680323058388588,n.s.,0.9556781926211746,n.s.,1.0,n.s.,Mean angle velocity - rhindlimb - lHindfingers (rad/s),0.019464565381565345,0.13713782562158147,towards_healthy
Mean angle velocity - rhindlimb - lHindfingers std,Levene,0.17378944696517096,n.s.,0.2003450126489706,0.08388398638137533,10,0.17403847088429444,0.14170930508328086,10,0.10525195874363928,0.07480538152723311,10,0.6294187697448518,n.s.,1.0,n.s.,0.3229120863307611,n.s.,Mean angle velocity - rhindlimb - lHindfingers std,-0.06878651214065516,-0.5907300389950647,away_from_healthy
Mean angle velocity - rhindlimb - lHindpaw (rad/s),Circular,0.08858389369535317,n.s.,0.001852569461680201,0.06369480004245795,10,0.07235713703096702,0.08050423872671036,10,0.040829300781910036,0.05963434551780066,10,0.1327895808278581,n.s.,0.524430754376782,n.s.,0.7724432010319977,n.s.,Mean angle velocity - rhindlimb - lHindpaw (rad/s),0.03152783624905698,0.4343410641506664,towards_healthy
Mean angle velocity - rhindlimb - lHindpaw std,Levene,0.4385145709008428,n.s.,0.1227338706360888,0.03439619169822248,10,0.0916961628426045,0.04878928804502444,10,0.07082286893404124,0.04335919300887833,10,0.5471879058511763,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - rhindlimb - lHindpaw std,-0.020873293908563254,-0.4945020013005363,away_from_healthy
Mean angle velocity - spine - base (rad/s),Circular,0.3813046010528159,n.s.,0.0170233342440649,0.019544701989294033,10,0.0018887295780777586,0.038716903534300066,10,0.002743286418142049,0.02852168396444374,10,0.8232127443006112,n.s.,0.6301434926468286,n.s.,0.9983893571528141,n.s.,Mean angle velocity - spine - base (rad/s),0.0008545568400642918,0.027865205356070507,towards_healthy
Mean angle velocity - spine - base std,Levene,0.8432704147878364,n.s.,0.0468995097005722,0.030329084231619098,10,0.048189251312139504,0.047739982853994965,10,0.04667206401451697,0.030569808425276082,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - spine - base std,0.0010622959255120676,0.026561717618419335,towards_healthy
Mean angle velocity - spine - head (rad/s),Circular,0.7629566975211933,n.s.,0.02980387619049705,0.027326476527396462,10,0.021287758016521875,0.03823484688837211,10,0.01832551582165145,0.04110189118868595,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - spine - head (rad/s),-0.0029622421948704257,-0.08914009881053608,away_from_healthy
Mean angle velocity - spine - head std,Levene,0.4277091807138142,n.s.,0.03220947282227428,0.018807659104615973,10,0.028332371293984693,0.018775894621863395,10,0.04672042174054682,0.03184341598211943,10,1.0,n.s.,0.8332946426968086,n.s.,1.0,n.s.,Mean angle velocity - spine - head std,-0.010633847389982957,-0.5658774936203567,away_from_healthy
Mean angle velocity - spine - spine 1 (rad/s),Circular,0.9065719133942538,n.s.,-0.01608924879903694,0.03437609961872085,10,-0.01775870426211152,0.03366270358786598,10,-0.014371031555835152,0.038497489530989484,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - spine - spine 1 (rad/s),-4.876178012721069e-05,-0.001433273298842102,away_from_healthy
Mean angle velocity - spine - spine 1 std,Levene,0.26953233852907615,n.s.,0.03671082146593384,0.024551676669826716,10,0.02944581284485185,0.013814937412780927,10,0.049305635139421516,0.025019977972655646,10,0.40864607549400633,n.s.,1.0,n.s.,0.38100397217307036,n.s.,Mean angle velocity - spine - spine 1 std,-0.005329805052405691,-0.26755636082023476,away_from_healthy
Mean angle velocity - spine - spine 2 (rad/s),Circular,0.9627906899585738,n.s.,-0.01091471472770077,0.028917487915386293,10,-0.01261130906741339,0.025270288913456646,10,-0.00923321925750496,0.027912415345678034,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - spine - spine 2 (rad/s),1.5098869516809096e-05,0.0005560215163291785,towards_healthy
Mean angle velocity - spine - spine 2 std,Levene,0.5375955456947046,n.s.,0.037107109174877764,0.028689164396496478,10,0.044016901813459464,0.03931393071810327,10,0.040179543121038615,0.022187696218308118,10,1.0,n.s.,1.0,n.s.,0.8475225496366062,n.s.,Mean angle velocity - spine - spine 2 std,0.003837358692420849,0.11150559129714559,towards_healthy
Mean angle velocity - spine - spine 3 (rad/s),Circular,0.028937274219666256,*,-0.012629556938043851,0.021552330295716206,10,0.0070864844663641405,0.016128569531943207,10,0.011815241879705979,0.02281025995812578,10,0.10065370898835016,n.s.,0.07229188997242392,n.s.,0.43057453966655934,n.s.,Mean angle velocity - spine - spine 3 (rad/s),-0.00472875741334184,-0.24842927405578086,away_from_healthy
Mean angle velocity - spine - spine 3 std,Levene,0.4244589341800978,n.s.,0.026820955443049223,0.014925730137844413,10,0.03276477537411214,0.021230075478432375,10,0.03478336457476438,0.01416327240182862,10,0.9923562631759422,n.s.,1.0,n.s.,0.7528884083396065,n.s.,Mean angle velocity - spine - spine 3 std,-0.002018589200652239,-0.11000089809412653,away_from_healthy
Mean angle velocity - spine - spine 4 (rad/s),Circular,0.4131227478572966,n.s.,0.007778621421876961,0.017120659789156938,10,0.0012877676431025402,0.018949789317479447,10,-0.003987630567922599,0.026889106263597296,10,1.0,n.s.,0.782683920241488,n.s.,0.9927268530294846,n.s.,Mean angle velocity - spine - spine 4 (rad/s),-0.00527539821102514,-0.2921299048305034,away_from_healthy
Mean angle velocity - spine - spine 4 std,Levene,0.3232493971759052,n.s.,0.028177064477946285,0.013435953294284595,10,0.021722559587154022,0.008830998147211616,10,0.022529668108362287,0.013892606080917832,10,1.0,n.s.,1.0,n.s.,0.3182076780873445,n.s.,Mean angle velocity - spine - spine 4 std,0.0008071085212082649,0.07099162321217344,towards_healthy
Mean angle velocity - tail - base (rad/s),Circular,0.08155210302086921,n.s.,-0.09927637669112455,0.06416634640736132,10,-0.05414472588778281,0.06340583199728053,10,-0.04678132959683688,0.025710363691254328,10,0.3916200767091359,n.s.,0.10053039181637383,n.s.,0.8598576779542892,n.s.,Mean angle velocity - tail - base (rad/s),-0.007363396290945928,-0.11543685376110838,away_from_healthy
Mean angle velocity - tail - base std,Levene,0.5794511250900536,n.s.,0.0470419160098639,0.018255421948436764,10,0.059494435661858726,0.043837474069460425,10,0.04814973055490072,0.028758287913186974,10,1.0,n.s.,0.7864169760108202,n.s.,1.0,n.s.,Mean angle velocity - tail - base std,0.011344705106958008,0.3378597237179795,towards_healthy
Mean angle velocity - tail - tail 1 (rad/s),Circular,0.599009779909085,n.s.,0.329643479206624,0.22774821346678334,10,0.3097191119762779,0.2032015954566553,10,0.2968802925749746,0.0896200437704111,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 1 (rad/s),-0.01283881940130327,-0.05948740552806004,away_from_healthy
Mean angle velocity - tail - tail 1 std,Levene,0.509491720073256,n.s.,0.2079014814647037,0.08246228476420531,10,0.18925498500863971,0.1272098772117106,10,0.21170672982616584,0.10135934013286078,10,0.7725184035154609,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 1 std,0.014841248094601828,0.13844839017851057,towards_healthy
Mean angle velocity - tail - tail 2 (rad/s),Circular,0.39503398832088266,n.s.,0.800582361032187,0.38682293125838274,10,0.7442563312105264,0.29125876333261175,10,0.6876514509080416,0.1458330434494864,10,1.0,n.s.,0.7318610145987839,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 2 (rad/s),-0.056604880302484784,-0.1653221771230866,away_from_healthy
Mean angle velocity - tail - tail 2 std,Levene,0.08248387778408794,n.s.,0.4068043161741567,0.11264648965824661,10,0.33267106395839197,0.19612032112773714,10,0.29195796037324634,0.17678904155204792,10,0.06880200703838987,n.s.,0.3850493426237257,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 2 std,-0.04071310358514563,-0.25457523280414934,away_from_healthy
Mean angle velocity - tail - tail 3 (rad/s),Circular,0.7863259548295697,n.s.,0.5007658701395957,0.3163334387753521,10,0.5778257739643777,0.2228366812289484,10,0.5122509732756153,0.2531384170691409,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 3 (rad/s),0.06557480068876242,0.23966668665999383,towards_healthy
Mean angle velocity - tail - tail 3 std,Levene,0.7649243242596677,n.s.,0.3858959729990513,0.14750934597149182,10,0.3664514101291037,0.1164121415255009,10,0.2900359142335946,0.1748312149733255,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 3 std,-0.07641549589550911,-0.5750991066480863,away_from_healthy
Mean angle velocity - tail - tail 4 (rad/s),Circular,0.7005601572067153,n.s.,-0.49220619646644304,0.2242028311805111,10,-0.5058918899657993,0.16177415098053058,10,-0.4525476248041329,0.13502329735980173,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 4 (rad/s),-0.025972878162953905,-0.13285595576155446,away_from_healthy
Mean angle velocity - tail - tail 4 std,Levene,0.9931245410517993,n.s.,0.286872452731333,0.13066550629760304,10,0.15555317786795594,0.10191192121140151,10,0.13303713195628802,0.09628568125255124,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity - tail - tail 4 std,-0.02251604591166792,-0.192158986017983,away_from_healthy
Mean angle velocity at peak - rforelimb - elbow (rad/s),Circular,0.677438658110421,n.s.,2.953584216791634,2.470428857549409,10,3.1036544010323404,1.6413227913322883,10,2.6161225155848133,1.7220703270057458,10,0.5715010271303536,n.s.,0.5261890927394837,n.s.,0.8800219172273167,n.s.,Mean angle velocity at peak - rforelimb - elbow (rad/s),-0.18739151696611467,-0.0893508389751944,away_from_healthy
Mean angle velocity at peak - rforelimb - elbow std,Levene,0.3065758125658577,n.s.,2.373486051431821,1.3573010258141895,10,2.1289222611737513,1.463259788887287,10,2.054184205938326,0.7383130567929139,10,1.0,n.s.,0.28614663112295924,n.s.,0.6651148318667343,n.s.,Mean angle velocity at peak - rforelimb - elbow std,-0.0747380552354251,-0.05295781866947401,away_from_healthy
Mean angle velocity at peak - rforelimb - lForepaw (rad/s),Circular,0.05276715797922099,n.s.,-1.5925815841367252,1.7673921534173815,10,-5.277040636437532,4.258777540779143,10,-5.428081591909359,4.693547881935361,10,1.0,n.s.,1.0,n.s.,0.4744619483642537,n.s.,Mean angle velocity at peak - rforelimb - lForepaw (rad/s),-0.15104095547182617,-0.04632541262775323,away_from_healthy
Mean angle velocity at peak - rforelimb - lForepaw std,Levene,0.7280445789164682,n.s.,2.3133528087222506,1.5307927561494894,10,3.2641896966680917,1.4838918440022915,10,3.452821951974363,2.4475241462840267,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity at peak - rforelimb - lForepaw std,-0.18863225530627137,-0.12512714039947195,away_from_healthy
Mean angle velocity at peak - rforelimb - shoulder (rad/s),Circular,0.3663911751900921,n.s.,-8.256596746617557,2.017828457314625,10,-7.8483080116108805,1.9370518117758917,10,-7.017731949258699,1.913944385272373,10,1.0,n.s.,0.23887300502979375,n.s.,0.5791329125964468,n.s.,Mean angle velocity at peak - rforelimb - shoulder (rad/s),-0.8305760623521818,-0.41993831295367723,away_from_healthy
Mean angle velocity at peak - rforelimb - shoulder std,Levene,0.7935792225001702,n.s.,3.0905312675315244,0.9297850199633044,10,2.496259157271678,0.7417223584096748,10,2.1623872040863032,0.5418862075768454,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity at peak - rforelimb - shoulder std,-0.3338719531853749,-0.3969813367554207,away_from_healthy
Mean angle velocity at peak - rforelimb - wrist (rad/s),Circular,0.0697610211311781,n.s.,-8.183328534402873,2.9754956776048904,10,-5.316460754324932,4.044442274459687,10,-3.733462598856949,5.153089883789832,10,0.814429301860528,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity at peak - rforelimb - wrist (rad/s),-1.5829981554679824,-0.44586113153725654,away_from_healthy
Mean angle velocity at peak - rforelimb - wrist std,Levene,0.4598927072854377,n.s.,3.1665520968781804,1.6032364820125198,10,3.3847780251909265,1.3488985268627691,10,4.268249589721239,1.979508375539537,10,1.0,n.s.,1.0,n.s.,0.6715216321284753,n.s.,Mean angle velocity at peak - rforelimb - wrist std,-0.8834715645303124,-0.5963215913785606,away_from_healthy
Mean angle velocity at peak - rhindlimb - ankle (rad/s),Circular,0.003771758519134176,**,-22.80866439318714,8.592397220851883,10,-14.34913359240422,6.236904268201521,10,-13.623899014298024,6.744252189276242,10,0.8953895886802207,n.s.,1.0,n.s.,0.7918543761799413,n.s.,Mean angle velocity at peak - rhindlimb - ankle (rad/s),-0.7252345781061962,-0.09659999170778504,away_from_healthy
Mean angle velocity at peak - rhindlimb - ankle std,Levene,0.06718352963054573,n.s.,8.942505820292492,4.974161792651758,10,6.231054004105578,2.889017715039949,10,4.450550658685137,2.8675551961714687,10,0.20809640158380796,n.s.,0.17070758936866812,n.s.,1.0,n.s.,Mean angle velocity at peak - rhindlimb - ankle std,-1.780503345420441,-0.4377416605575214,away_from_healthy
Mean angle velocity at peak - rhindlimb - hip (rad/s),Circular,0.06565769862448288,n.s.,11.40969427400311,1.9171302261023073,10,13.86004825408265,2.854114213295815,10,12.02058457516273,2.0903227481938695,10,1.0,n.s.,1.0,n.s.,0.9280261603101062,n.s.,Mean angle velocity at peak - rhindlimb - hip (rad/s),1.8394636789199215,0.7566108450476353,towards_healthy
Mean angle velocity at peak - rhindlimb - hip std,Levene,0.9966179366468727,n.s.,2.9558636158882505,1.422370715039035,10,2.5640160663774414,1.2758004292142986,10,2.4666089961267086,1.268829066490217,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity at peak - rhindlimb - hip std,-0.09740707025073281,-0.0720959965954168,away_from_healthy
Mean angle velocity at peak - rhindlimb - knee (rad/s),Circular,0.1822416852569169,n.s.,-4.218075814526497,2.689983093750364,10,-4.005282927579058,2.9487527870880936,10,-2.226018573438822,1.9665043559711972,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean angle velocity at peak - rhindlimb - knee (rad/s),-1.7792643541402362,-0.6304227611155716,away_from_healthy
