Feature,Statistical Test,Global p-value,Global significance,Mean Healthy Left B,SD Healthy Left B,Number of samples in Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Sick Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Sick Left E,p-value Healthy Left B vs Sick Left C,Significance Healthy Left B vs Sick Left C,p-value Healthy Left B vs Sick Left E,Significance Healthy Left B vs Sick Left E,p-value Sick Left C vs Sick Left E,Significance Sick Left C vs Sick Left E,feature,change value,change_effect_size,direction
Mean phase acceleration during swing - rhindlimb - hip std,Levene,0.5136212748580812,n.s.,1.5565866964820305,0.5849917355019146,10,1.3436786227090916,0.5735757871556143,10,1.2866790179727263,0.7611323703968402,10,1.0,n.s.,0.8912571506757594,n.s.,1.0,n.s.,Mean phase acceleration during swing - rhindlimb - hip std,-0.05699960473636523,-0.09839191369362384,away_from_healthy
Mean phase acceleration during swing - rhindlimb - knee (rad/s^2),Circular,0.14917145522901792,n.s.,0.2091946352903924,0.8546366936760451,10,0.7250127825736122,0.7159539136781025,10,-0.052576698720330696,1.0272634871560695,10,0.6285356396345793,n.s.,1.0,n.s.,0.28202874486164814,n.s.,Mean phase acceleration during swing - rhindlimb - knee (rad/s^2),0.25404681327249673,0.32225098491399934,towards_healthy
Mean phase acceleration during swing - rhindlimb - knee std,Levene,0.7747815792546421,n.s.,1.553863005940241,0.4779260754690535,10,1.3010752535877936,0.6273812151626753,10,1.6294280750174999,0.5753904452022892,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - rhindlimb - knee std,0.17722268327518842,0.3177839424845673,towards_healthy
Mean phase acceleration during swing - rhindlimb - lHindpaw (rad/s^2),Circular,0.39099130634418994,n.s.,-0.18236122971167207,0.8487882981941299,10,-0.03447947139605231,1.1328697863578874,10,-0.1346725328727996,1.270804164967592,10,0.769068067226609,n.s.,0.7668540028561837,n.s.,1.0,n.s.,Mean phase acceleration during swing - rhindlimb - lHindpaw (rad/s^2),0.10019306147674728,0.10009712611772857,towards_healthy
Mean phase acceleration during swing - rhindlimb - lHindpaw std,Levene,0.4853451671295458,n.s.,1.55783775311224,0.5219283526413286,10,1.2428043633003467,0.6946399742492315,10,1.243427982613257,0.5050176945663089,10,1.0,n.s.,1.0,n.s.,0.8652751150538679,n.s.,Mean phase acceleration during swing - rhindlimb - lHindpaw std,0.0006236193129103285,0.0010150328334875979,towards_healthy
Mean phase acceleration during swing - spine - head (rad/s^2),Circular,0.13209383428149335,n.s.,0.4539024490375875,1.3546164657868265,10,0.4914174542829951,0.8097149588916726,10,0.4481687506021618,1.3913963160456133,10,0.46976990210201813,n.s.,1.0,n.s.,0.06261064615754351,n.s.,Mean phase acceleration during swing - spine - head (rad/s^2),0.03178130680998198,0.02847951945815044,towards_healthy
Mean phase acceleration during swing - spine - head std,Levene,0.037203273430128164,*,1.367338049557428,0.8197123899630886,10,1.6570937125476835,0.5385466986854803,10,1.1357165010982586,0.3352016398971302,10,0.4047633366297691,n.s.,0.030855093645291265,*,1.0,n.s.,Mean phase acceleration during swing - spine - head std,0.058134114531085856,0.08382379880189861,towards_healthy
Mean phase acceleration during swing - spine - spine 1 (rad/s^2),Circular,0.18982690033185642,n.s.,-0.26775511076206115,1.4443802273354072,10,-0.015833410501705548,0.667202716470517,10,-0.07110023218483436,1.1964633227949695,10,0.11510080547810919,n.s.,1.0,n.s.,0.956062823458262,n.s.,Mean phase acceleration during swing - spine - spine 1 (rad/s^2),0.0552668216831288,0.04912466926723579,towards_healthy
Mean phase acceleration during swing - spine - spine 1 std,Levene,0.49393186288502816,n.s.,1.3529531284018304,0.6082185857007985,10,1.4094815155409506,0.6120680041455406,10,1.2034093645712807,0.738280743034035,10,1.0,n.s.,0.8328911191168056,n.s.,1.0,n.s.,Mean phase acceleration during swing - spine - spine 1 std,-0.09301537669142945,-0.15244765397078958,away_from_healthy
Mean phase acceleration during swing - spine - spine 2 (rad/s^2),Circular,0.09980583491183312,n.s.,-0.19183262726083208,0.8306937118119668,10,0.84089509828849,0.9693424738935138,10,0.04376848389885567,1.366595257980541,10,0.08656263071162129,n.s.,0.5259248278093608,n.s.,0.10561426841366295,n.s.,Mean phase acceleration during swing - spine - spine 2 (rad/s^2),0.7971266143896344,0.8830627307521695,towards_healthy
Mean phase acceleration during swing - spine - spine 2 std,Levene,0.7660431753577819,n.s.,1.3103305314230167,0.6415767143882604,10,0.9985782967478183,0.37440187466095665,10,1.3820839887605272,0.5474026824512663,10,1.0,n.s.,1.0,n.s.,0.782880863427464,n.s.,Mean phase acceleration during swing - spine - spine 2 std,0.23999877733768793,0.45691370496593575,towards_healthy
Mean phase acceleration during swing - spine - spine 3 (rad/s^2),Circular,0.49175791858627715,n.s.,-0.32412043153588677,1.0158728933762649,10,-0.10477443983585633,1.0636994588536022,10,0.2297227706159967,1.0190931557716514,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - spine - spine 3 (rad/s^2),-0.334497210451853,-0.3216130316120618,away_from_healthy
Mean phase acceleration during swing - spine - spine 3 std,Levene,0.6793840373670326,n.s.,1.1659461278078322,0.5662654122967196,10,1.4564438819535679,0.49378933487299487,10,1.4302854850959812,0.44382665742798033,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - spine - spine 3 std,0.026158396857586697,0.049237970136950415,towards_healthy
Mean phase acceleration during swing - spine - spine 4 (rad/s^2),Circular,0.5034068260279558,n.s.,-0.18829754443181348,0.7538087568784128,10,0.17888036404146848,1.0360259589108682,10,0.2624334553353762,0.8988541310082322,10,0.9147747132654819,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - spine - spine 4 (rad/s^2),-0.0835530912939077,-0.09222461146436303,away_from_healthy
Mean phase acceleration during swing - spine - spine 4 std,Levene,0.2439595895552476,n.s.,1.430429221238389,0.6248961727341156,10,1.1366462707355163,0.3676362363582773,10,1.299294317394443,0.7305684082460999,10,0.6818995530620967,n.s.,1.0,n.s.,0.3015992591664908,n.s.,Mean phase acceleration during swing - spine - spine 4 std,0.16264804665892663,0.3172596512242861,towards_healthy
Mean phase acceleration during swing - tail - base (rad/s^2),Circular,0.32637442312115234,n.s.,-0.0034867075193744435,1.0499108053039314,10,0.6595325618463526,0.7032788812052122,10,0.3749304065170932,1.116283037987371,10,0.34314350898554447,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - tail - base (rad/s^2),0.2846021553292593,0.31850219830913296,towards_healthy
Mean phase acceleration during swing - tail - base std,Levene,0.876825367579129,n.s.,1.6308038240656235,0.6321672380595418,10,1.053076714643292,0.7891292122943526,10,1.3104720769813971,0.683973220350884,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - tail - base std,0.2573953623381051,0.36000930061264963,towards_healthy
Mean phase acceleration during swing - tail - tail 1 (rad/s^2),Circular,0.15844038968044846,n.s.,-0.19869625619874112,0.9580092621550977,10,0.041341696703592404,1.3272221545791099,10,0.7187907238497504,0.8724165815408823,10,0.4984076854393703,n.s.,0.17128416271487626,n.s.,0.9864654261692969,n.s.,Mean phase acceleration during swing - tail - tail 1 (rad/s^2),-0.677449027146158,-0.5853032253107711,away_from_healthy
Mean phase acceleration during swing - tail - tail 1 std,Levene,0.9557047097512716,n.s.,1.280520267393942,0.5601136677035866,10,0.989863190476558,0.5111595179780449,10,1.5851736167895034,0.48116568579148605,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - tail - tail 1 std,-0.013996272478177474,-0.026102924608494883,away_from_healthy
Mean phase acceleration during swing - tail - tail 2 (rad/s^2),Circular,0.22319810101921564,n.s.,0.009539606874766755,0.9119626482866423,10,-0.26241413723593393,1.0553526586649322,10,0.45689105162983157,0.7412747988826124,10,1.0,n.s.,0.4275837801445123,n.s.,0.4172286293888538,n.s.,Mean phase acceleration during swing - tail - tail 2 (rad/s^2),-0.17539770064436416,-0.17783998091400102,away_from_healthy
Mean phase acceleration during swing - tail - tail 2 std,Levene,0.24827109586057702,n.s.,1.3774945693839507,0.6493798225233055,10,1.3325554394118468,0.6241156959967415,10,1.335100058965373,0.3505713924751102,10,1.0,n.s.,0.23728579315381176,n.s.,0.5789043034398149,n.s.,Mean phase acceleration during swing - tail - tail 2 std,0.0025446195535261396,0.003995489471048918,towards_healthy
Mean phase acceleration during swing - tail - tail 3 (rad/s^2),Circular,0.03852221398334251,*,-0.65957837996625,0.6135255248279158,10,0.08625128101798289,0.8705150747295499,10,0.29810302567891733,0.9628817336115228,10,0.09834036849345082,n.s.,0.042759864681882795,*,1.0,n.s.,Mean phase acceleration during swing - tail - tail 3 (rad/s^2),-0.21185174466093448,-0.2813197963059811,away_from_healthy
Mean phase acceleration during swing - tail - tail 3 std,Levene,0.5546315486998052,n.s.,1.7011717607418624,0.538445634286691,10,1.2372912742908673,0.780876834764664,10,1.4520280365788873,0.5756874050178247,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase acceleration during swing - tail - tail 3 std,0.21473676228802008,0.3201653946167835,towards_healthy
Mean phase at peak - rforelimb - elbow (°),Circular,0.13574124207149912,n.s.,-60.725318354221415,7.741940980930954,10,-67.66726492731335,8.925671859060529,10,-67.12387622526641,9.347338617200803,10,1.0,n.s.,1.0,n.s.,0.4901745493053622,n.s.,Mean phase at peak - rforelimb - elbow (°),0.5433887020469399,0.06503912629460958,towards_healthy
Mean phase at peak - rforelimb - elbow std,Levene,0.9423917632618974,n.s.,13.165236970075904,4.288704471974304,10,7.715597272573092,4.33535795000794,10,6.887058233214842,4.276748411794203,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rforelimb - elbow std,-0.8285390393582501,-0.19214307030845795,away_from_healthy
Mean phase at peak - rforelimb - shoulder (°),Circular,0.2539268152173764,n.s.,-127.19073661614725,5.492138472404539,10,-130.2858815313313,6.448302053031446,10,-131.66360393373355,6.278305485739098,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rforelimb - shoulder (°),-1.3777224024022416,-0.23002941068803728,away_from_healthy
Mean phase at peak - rforelimb - shoulder std,Levene,0.6330166351423377,n.s.,10.550710641623917,3.758246497364343,10,7.064247239508911,3.466329975329495,10,5.062448552715368,2.7582698194659905,10,1.0,n.s.,0.9688915672818184,n.s.,1.0,n.s.,Mean phase at peak - rforelimb - shoulder std,-2.001798686793543,-0.5537117853901871,away_from_healthy
Mean phase at peak - rforelimb - wrist (°),Circular,0.19938784160419704,n.s.,-12.769132247709951,4.015352943804114,10,-14.877912392603417,6.052302813308763,10,-17.185462600389194,5.72012991760897,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rforelimb - wrist (°),-2.307550207785777,-0.4493045447352374,away_from_healthy
Mean phase at peak - rforelimb - wrist std,Levene,0.4037149184347745,n.s.,3.8920904751600376,2.0588910804069207,10,4.60951643047142,3.7526616881342165,10,5.128556451770448,3.156705847984505,10,0.5197437619896546,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rforelimb - wrist std,-0.5190400212990287,-0.1714886194010939,away_from_healthy
Mean phase at peak - rhindlimb - ankle (°),Circular,0.23992377170642584,n.s.,-66.50029257983904,16.830728550600547,10,-57.726101243559356,14.056218063763309,10,-54.714317973910454,14.84135280388443,10,0.9471897531218201,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rhindlimb - ankle (°),-3.0117832696489018,-0.19423772939847295,away_from_healthy
Mean phase at peak - rhindlimb - ankle std,Levene,0.6021659531485699,n.s.,15.649047961151684,10.046066629696371,10,12.678163517184124,6.126891689803053,10,8.398568180083275,6.327925031980756,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rhindlimb - ankle std,-4.279595337100849,-0.5143420138814334,away_from_healthy
Mean phase at peak - rhindlimb - hip (°),Circular,0.19753928733596404,n.s.,-89.73417152477872,6.879341856805397,10,-86.86049083758948,9.616237780941884,10,-83.76108498360169,10.88060746474762,10,1.0,n.s.,0.9017536562482578,n.s.,1.0,n.s.,Mean phase at peak - rhindlimb - hip (°),-3.09940585398779,-0.3707182282841494,away_from_healthy
Mean phase at peak - rhindlimb - hip std,Levene,0.8383285493458904,n.s.,8.55362715871809,4.695895477443353,10,7.425007487009907,4.49744825692642,10,7.544836932464511,4.31822377429023,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rhindlimb - hip std,0.11982944545460406,0.026062669070980343,towards_healthy
Mean phase at peak - rhindlimb - knee (°),Circular,0.3360932536577787,n.s.,0.2920030958710555,183.70070479094196,10,-36.276752353764074,176.7038963614909,10,1.9366572618110354,180.4843494712517,10,0.09643007232211191,n.s.,0.0005957730185549316,***,0.370442420223435,n.s.,Mean phase at peak - rhindlimb - knee (°),34.924101283695144,0.19376845738564843,towards_healthy
Mean phase at peak - rhindlimb - knee std,Levene,0.9847782112451758,n.s.,7.584649348817505,3.8926697581456056,10,5.936637284974168,3.804200780023944,10,7.363392697630196,3.8719431972160563,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - rhindlimb - knee std,1.4267554126560285,0.37071200995034503,towards_healthy
Mean phase at peak - rhindlimb - lHindpaw (°),Circular,0.007362297864362041,**,-54.64522065479478,19.779414626853068,10,-35.50297235793472,13.666198616182704,10,-32.97129133934136,12.466490332603097,10,0.612073793474879,n.s.,1.0,n.s.,0.6684937365020228,n.s.,Mean phase at peak - rhindlimb - lHindpaw (°),-2.5316810185933605,-0.14892367181012087,away_from_healthy
Mean phase at peak - rhindlimb - lHindpaw std,Levene,0.4214815922352702,n.s.,16.0070434277798,8.166179949410902,10,11.454257155411568,8.3551593586549,10,9.754423777278983,5.2114917430746805,10,1.0,n.s.,0.28588453058446517,n.s.,1.0,n.s.,Mean phase at peak - rhindlimb - lHindpaw std,-1.6998333781325847,-0.20576082299119605,away_from_healthy
Mean phase at peak - spine - head (°),Circular,0.1635952523483381,n.s.,137.92692393349026,3.111618619211159,10,140.18485392656777,2.6505741446210074,10,139.3133690239875,2.0307127448538367,10,0.020063086378367324,*,0.6157055615044338,n.s.,0.0009491002542214861,***,Mean phase at peak - spine - head (°),0.8714849025802778,0.3015201586980067,towards_healthy
Mean phase at peak - spine - head std,Levene,0.46207093043424874,n.s.,3.386642704847302,2.132241032851593,10,3.667565806081285,1.5272670577979703,10,3.3268329228594924,1.3994034498236099,10,1.0,n.s.,0.7916766727341714,n.s.,1.0,n.s.,Mean phase at peak - spine - head std,0.2211133192461734,0.11922500738785087,towards_healthy
Mean phase at peak - spine - spine 1 (°),Circular,0.8037017544799568,n.s.,166.67569791396136,2.520823365189838,10,167.09984528367207,3.6052177073580274,10,166.23804620565076,2.603636803255526,10,0.4259210043856332,n.s.,0.0401998643896926,*,0.6322194224717333,n.s.,Mean phase at peak - spine - spine 1 (°),-0.013504338599886978,-0.004341339603175703,away_from_healthy
Mean phase at peak - spine - spine 1 std,Levene,0.4409224746648597,n.s.,3.0719237866196094,1.9617630504005856,10,1.9045878072375217,1.5778417021697377,10,1.9039312546926865,1.3706044568722957,10,1.0,n.s.,0.6061761837538572,n.s.,1.0,n.s.,Mean phase at peak - spine - spine 1 std,-0.0006565525448352094,-0.0003688119529231765,away_from_healthy
Mean phase at peak - spine - spine 2 (°),Circular,0.8902086367088052,n.s.,168.67511720469776,1.303888786329886,10,168.7931903773994,2.9674660344889023,10,168.38209977605146,1.2427320329705236,10,0.3199590580201591,n.s.,1.0,n.s.,0.3005274673069557,n.s.,Mean phase at peak - spine - spine 2 (°),-0.17494425594463792,-0.07633019774367253,away_from_healthy
Mean phase at peak - spine - spine 2 std,Levene,0.007922331700749203,**,2.1515894593638736,1.3163003384762455,10,1.2685537093874864,0.5664814903181455,10,1.1826461723646007,0.45873395067815353,10,0.09330868787436894,n.s.,0.03401351207991455,*,1.0,n.s.,Mean phase at peak - spine - spine 2 std,-0.08590753702288567,-0.0847800857117628,away_from_healthy
Mean phase at peak - spine - spine 3 (°),Circular,0.357239518915983,n.s.,-165.9625079180182,4.328040871234574,10,-168.76282847935718,3.8629404315480667,10,-167.92863186533765,4.956380897652357,10,1.0,n.s.,0.740875909594517,n.s.,1.0,n.s.,Mean phase at peak - spine - spine 3 (°),0.8341966140195325,0.2033590406723492,towards_healthy
Mean phase at peak - spine - spine 3 std,Levene,0.9274786747372111,n.s.,4.792159814574626,2.184361114171319,10,5.983905825621791,2.0457746204377423,10,4.450483246913539,2.291060941116964,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - spine - spine 3 std,0.8500694433860776,0.4016956717930822,towards_healthy
Mean phase at peak - spine - spine 4 (°),Circular,0.4754622788020345,n.s.,-151.69983783764442,3.3829970283696955,10,-152.83028656012556,3.4229264584660113,10,-150.91402638334503,3.8086878503085546,10,1.0,n.s.,1.0,n.s.,0.6018323871015128,n.s.,Mean phase at peak - spine - spine 4 (°),0.34463726818174223,0.10127393814439271,towards_healthy
Mean phase at peak - spine - spine 4 std,Levene,0.7571538177588317,n.s.,3.2616280910767075,1.4289127155523202,10,4.039569342756378,1.4192924400660862,10,3.2747742113749148,1.591121529610488,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - spine - spine 4 std,0.7647951313814634,0.5370334839033682,towards_healthy
Mean phase at peak - tail - base (°),Circular,0.3302511770623286,n.s.,174.7097614702543,3.1502450238412854,10,173.03386065576527,4.98137647397682,10,67.93751365929145,169.23104031620102,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - tail - base (°),-105.09634699647381,-25.217338174645686,away_from_healthy
Mean phase at peak - tail - base std,Levene,0.9228068229111791,n.s.,3.211046359855822,1.8778753199006903,10,2.923342049879279,1.6948174933868403,10,3.476734890944408,1.4788069720895607,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - tail - base std,0.02201577888795736,0.012308327294693003,towards_healthy
Mean phase at peak - tail - tail 1 (°),Circular,0.552313539524856,n.s.,104.12614002709056,148.42650709632355,10,67.09168027531197,169.91727120927487,10,33.7267848850568,180.9799544698702,10,1.0,n.s.,1.0,n.s.,0.6003913124594111,n.s.,Mean phase at peak - tail - tail 1 (°),-33.36489539025517,-0.20913948398144047,away_from_healthy
Mean phase at peak - tail - tail 1 std,Levene,0.6723913552187094,n.s.,2.852136329649544,1.4396264223717181,10,3.1314701436628747,1.4515558177615673,10,3.2234408404873847,2.0650326431465094,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - tail - tail 1 std,-0.09197069682450998,-0.06362097321949071,away_from_healthy
Mean phase at peak - tail - tail 2 (°),Circular,0.8585626195730227,n.s.,-136.78086211327772,109.86483152759632,10,-101.36212839703373,146.06761927463126,10,-135.84098219436402,108.9418605459477,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - tail - tail 2 (°),34.47885379733029,0.26678129745356055,towards_healthy
Mean phase at peak - tail - tail 2 std,Levene,0.26831836426512956,n.s.,4.680260918788337,3.0326949961715886,10,3.782786315380072,1.9256566451980366,10,4.120755067924433,2.6406005816524845,10,0.31128074661003863,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - tail - tail 2 std,0.3379687525443611,0.1330472610712089,towards_healthy
Mean phase at peak - tail - tail 3 (°),Circular,0.29924403048086107,n.s.,-163.50877361386694,8.658889748920473,10,-130.26114552465722,105.16422319865127,10,-127.85365141259288,99.27813120198732,10,1.0,n.s.,1.0,n.s.,0.7944273568971378,n.s.,Mean phase at peak - tail - tail 3 (°),-2.4074941120643416,-0.03226599502890612,away_from_healthy
Mean phase at peak - tail - tail 3 std,Levene,0.46889429733744403,n.s.,7.50056669726302,4.665863304611395,10,5.249422208005695,3.4856089086982074,10,6.46693467698862,4.214798881127312,10,0.652892490209323,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at peak - tail - tail 3 std,1.2175124689829246,0.29563925225597737,towards_healthy
Mean phase at stance - rforelimb - elbow (°),Circular,0.08991513065400243,n.s.,-95.92019533730684,5.6414369094011665,10,-87.59818240661352,7.874676930451823,10,-93.19443574343487,10.568000462399205,10,0.8356473667687463,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - rforelimb - elbow (°),5.5962533368213485,0.8170089564613107,towards_healthy
Mean phase at stance - rforelimb - elbow std,Levene,0.5529076358333191,n.s.,5.312883026267823,2.8311568136907277,10,7.513494290902079,3.352044970893884,10,6.58491445814867,3.589077860839848,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - rforelimb - elbow std,0.9285798327534094,0.29929552045871066,towards_healthy
Mean phase at stance - rforelimb - shoulder (°),Circular,0.38271440412077523,n.s.,-144.66251441852793,2.9600844512793665,10,-142.7711012901719,2.660291081320176,10,-143.82489743580308,3.415588569428159,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - rforelimb - shoulder (°),1.0537961456311677,0.3744590369695919,towards_healthy
Mean phase at stance - rforelimb - shoulder std,Levene,0.5066739063327875,n.s.,2.906893686471963,2.896301558138889,10,4.532275387986913,1.1786915429461209,10,2.799716867918204,2.099651807142992,10,0.8805421388078043,n.s.,1.0,n.s.,0.7429840964302908,n.s.,Mean phase at stance - rforelimb - shoulder std,1.5182048829611912,0.6866305281894911,towards_healthy
Mean phase at stance - rforelimb - wrist (°),Circular,0.0033798863924071544,**,-93.60223564474549,20.574480806856112,10,-116.1333844856701,8.260154162061236,10,-111.70953678741876,11.372285227468069,10,0.479934783577774,n.s.,1.0,n.s.,0.8278971275400632,n.s.,Mean phase at stance - rforelimb - wrist (°),4.42384769825135,0.2821863447481246,towards_healthy
Mean phase at stance - rforelimb - wrist std,Levene,0.07656666032674848,n.s.,19.560936337415182,9.05649340969179,10,15.054498654821064,7.722927405001777,10,7.751163316711181,4.40111936727916,10,0.8032474393459843,n.s.,0.0264737322705143,*,0.9261269288036087,n.s.,Mean phase at stance - rforelimb - wrist std,-7.303335338109882,-0.867774690497338,away_from_healthy
Mean phase at stance - rhindlimb - ankle (°),Circular,0.027728035906609633,*,-26.88318981157149,4.049541858628292,10,-30.776949484750435,3.5743945083284174,10,-27.286626191267175,2.233723454741371,10,0.6787122295873818,n.s.,0.551005922497553,n.s.,0.7897334287134207,n.s.,Mean phase at stance - rhindlimb - ankle (°),3.490323293483261,0.9138493046875553,towards_healthy
Mean phase at stance - rhindlimb - ankle std,Levene,0.6678335707576825,n.s.,4.918392597381282,2.77457636774314,10,1.888607768029726,1.7462876481244287,10,2.4824978198542684,1.9824167653485456,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - rhindlimb - ankle std,0.5938900518245425,0.2561895258524813,towards_healthy
Mean phase at stance - rhindlimb - hip (°),Circular,0.009620950339680405,**,-52.156694332045696,3.251372505594324,10,-56.181562301101295,2.1824463825871674,10,-54.12924202918214,2.6351322553941405,10,0.9287114963850855,n.s.,0.8116692440478879,n.s.,1.0,n.s.,Mean phase at stance - rhindlimb - hip (°),2.0523202719191573,0.7411828951656059,towards_healthy
Mean phase at stance - rhindlimb - hip std,Levene,0.3222806949353502,n.s.,3.4623479839887814,1.9292025716303718,10,2.048790315975543,1.0898494254475093,10,2.899119674208632,1.4167165008935243,10,0.4856940242295062,n.s.,0.8523294788935726,n.s.,1.0,n.s.,Mean phase at stance - rhindlimb - hip std,0.8503293582330889,0.5427244247925096,towards_healthy
Mean phase at stance - rhindlimb - knee (°),Circular,0.15743534125007222,n.s.,-140.84569079087018,3.743384342589209,10,-143.395360865286,2.3857526886558724,10,-141.6329923631041,2.5960006498236727,10,0.13431260418630492,n.s.,0.05762405195801054,n.s.,0.19653605100995739,n.s.,Mean phase at stance - rhindlimb - knee (°),1.7623685021818858,0.5614697218249917,towards_healthy
Mean phase at stance - rhindlimb - knee std,Levene,0.2859798643964254,n.s.,2.807873815882672,2.004073691646165,10,1.49135546001987,0.9187174603462596,10,2.5340230095583456,1.2633597587118552,10,0.4801132184784011,n.s.,1.0,n.s.,0.9610821059592702,n.s.,Mean phase at stance - rhindlimb - knee std,1.0426675495384756,0.668847245705789,towards_healthy
Mean phase at stance - rhindlimb - lHindpaw (°),Circular,0.03234246818053381,*,1.2893970909121744,1.8229278671627578,10,3.246257715348803,2.285612903501584,10,1.461718343304335,2.0989547110881084,10,1.0,n.s.,0.6003622021778584,n.s.,0.20829460426253138,n.s.,Mean phase at stance - rhindlimb - lHindpaw (°),1.7845393720444678,0.8632407505803966,towards_healthy
Mean phase at stance - rhindlimb - lHindpaw std,Levene,0.6364924138552925,n.s.,2.008820140247657,0.972640258968435,10,2.3994925668760088,1.3905976442076162,10,2.4513562436029157,1.6425779329999435,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - rhindlimb - lHindpaw std,-0.05186367672690695,-0.043221299796722235,away_from_healthy
Mean phase at stance - spine - head (°),Circular,0.7773502288528009,n.s.,137.9881542643632,3.503847329254773,10,138.91923272939883,3.0470964914923746,10,138.3922540956677,2.3954109736618094,10,0.09927247065006048,n.s.,0.2278757308369307,n.s.,1.0,n.s.,Mean phase at stance - spine - head (°),0.5269786337311189,0.16049668661204963,towards_healthy
Mean phase at stance - spine - head std,Levene,0.7716084670578954,n.s.,3.2987087495376195,2.0325143326870836,10,3.378260601641628,1.6636041507322026,10,3.699563323966436,1.9999029826346195,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - spine - head std,-0.3213027223248077,-0.17299995286130052,away_from_healthy
Mean phase at stance - spine - spine 1 (°),Circular,0.2663800253117378,n.s.,164.90391945564107,3.361693191075383,10,163.42410950235475,4.198419596171793,10,161.7824782054904,4.868022907540113,10,1.0,n.s.,0.006177717250855914,**,0.1306148453059455,n.s.,Mean phase at stance - spine - spine 1 (°),-1.6416312968643467,-0.4316518502457711,away_from_healthy
Mean phase at stance - spine - spine 1 std,Levene,0.2448796318295196,n.s.,2.8022630733825786,1.8004577608307604,10,2.481278919401586,1.1390161139555943,10,2.797142199156238,1.2274764776617788,10,0.42223244361500856,n.s.,0.6267840938218128,n.s.,1.0,n.s.,Mean phase at stance - spine - spine 1 std,0.3158632797546521,0.2096687793522528,towards_healthy
Mean phase at stance - spine - spine 2 (°),Circular,0.440931878812741,n.s.,168.86056205506551,2.041886996411955,10,167.514070964145,3.202836326324127,10,168.3353702138715,2.310210547317257,10,0.6650718589530428,n.s.,0.08481010959316651,n.s.,1.0,n.s.,Mean phase at stance - spine - spine 2 (°),0.8212992497265077,0.3057887042996198,towards_healthy
Mean phase at stance - spine - spine 2 std,Levene,0.21715983108487777,n.s.,2.846900421796955,0.9071828386169705,10,2.1715508933667866,1.1570187593853494,10,1.9027033774576843,0.9026898491226915,10,0.4000585318526013,n.s.,1.0,n.s.,0.3783815343622937,n.s.,Mean phase at stance - spine - spine 2 std,-0.2688475159091024,-0.2585985084081421,away_from_healthy
Mean phase at stance - spine - spine 3 (°),Circular,0.4149152435654319,n.s.,-162.28555945397682,4.591182138545713,10,-162.9540935548859,3.6195774395635225,10,-160.60609871916995,3.8103249990149735,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - spine - spine 3 (°),-1.0109266338977818,-0.24453821500035847,away_from_healthy
Mean phase at stance - spine - spine 3 std,Levene,0.8138245736440586,n.s.,4.871120617845653,1.721731186378298,10,5.215326887479268,1.9520580360832318,10,3.8987578772385127,1.6625923186386133,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean phase at stance - spine - spine 3 std,-0.6281564709735257,-0.34129643231244206,away_from_healthy
