Feature,Mean Healthy Left B,SD Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Healthy Left B,Number of samples in Sick Left C,p-value Healthy Left B vs Sick Left C,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean step acceleration X at stance - ankle (m/s^2),-16.727261086369815,8.390238475672465,-10.28792023698016,3.154212083652614,10,10,0.0432058832974502,*,T-test,Mean step acceleration X at stance - ankle (m/s^2),-1.030104333565486,-0.1625235739736763,away_from_healthy
Mean step acceleration X at stance - ankle std,7.311356194012388,5.6174252728701255,3.6184354550162348,1.5276031675739692,10,10,0.0894834998612764,n.s.,Levene,Mean step acceleration X at stance - ankle std,0.5651155449823819,0.13728485534537904,towards_healthy
Mean step acceleration X at stance - base (m/s^2),-2.165256132902912,1.4394436991070634,-3.4264166264492806,1.5247785087856567,10,10,0.06402210128302689,n.s.,Mann-Whitney U,Mean step acceleration X at stance - base (m/s^2),0.30063697298184344,0.2027597465509609,towards_healthy
Mean step acceleration X at stance - base std,1.4217593698224384,0.896822260481185,1.5415128379296728,0.7971667463735197,10,10,0.9064648324887061,n.s.,Levene,Mean step acceleration X at stance - base std,-0.04453858796246557,-0.05249351299861698,away_from_healthy
Mean step acceleration X at stance - elbow (m/s^2),5.505928775814044,7.183834362649849,4.233824472780701,3.412136199626265,10,10,0.16197241048012612,n.s.,Mann-Whitney U,Mean step acceleration X at stance - elbow (m/s^2),-1.6601389756819982,-0.29520836883798934,away_from_healthy
Mean step acceleration X at stance - elbow std,4.015737053113106,4.096990188112859,2.8075750156568686,1.3820295681432608,10,10,0.5360372574310454,n.s.,Levene,Mean step acceleration X at stance - elbow std,0.516185398956988,0.16883173967513757,towards_healthy
Mean step acceleration X at stance - head (m/s^2),-1.3270740954624793,8.942033820041285,1.0624463968669444,1.4068539273778409,10,10,0.7913367801006604,n.s.,Mann-Whitney U,Mean step acceleration X at stance - head (m/s^2),1.9215958125225885,0.30021415394154444,towards_healthy
Mean step acceleration X at stance - head std,3.664266688929532,7.353291997885085,1.117413729472992,0.6962263567329892,10,10,0.36603350821883296,n.s.,Levene,Mean step acceleration X at stance - head std,1.998524154242404,0.38265253466203936,towards_healthy
Mean step acceleration X at stance - hip (m/s^2),-2.2553863740776183,2.3698665429850427,-2.121144694042021,1.312105914206259,10,10,0.6231762238821174,n.s.,Mann-Whitney U,Mean step acceleration X at stance - hip (m/s^2),0.1131194327136682,0.05905635475264277,towards_healthy
Mean step acceleration X at stance - hip std,2.5560285003544125,2.0140978970870718,1.400735939115013,0.8397319670457265,10,10,0.11364925902826718,n.s.,Levene,Mean step acceleration X at stance - hip std,0.6641936304294784,0.4304541109335591,towards_healthy
Mean step acceleration X at stance - knee (m/s^2),-12.061626383740165,7.397667152008274,-7.214288242183454,2.726919713396883,10,10,0.07695456624489867,n.s.,T-test,Mean step acceleration X at stance - knee (m/s^2),-0.5892659657448291,-0.1056976586620711,away_from_healthy
Mean step acceleration X at stance - knee std,5.225205302390508,2.9611612752792422,2.910623012652679,1.7649451159547374,10,10,0.4171306561202456,n.s.,Levene,Mean step acceleration X at stance - knee std,1.285943571602286,0.5275511691355785,towards_healthy
Mean step acceleration X at stance - lForepaw (m/s^2),29.778935961759135,17.500667377973816,29.69045904250587,10.74574420300851,10,10,0.9893101893363113,n.s.,T-test,Mean step acceleration X at stance - lForepaw (m/s^2),-5.411755555314858,-0.3726735058204168,away_from_healthy
Mean step acceleration X at stance - lForepaw std,12.699054562523205,3.852033822075213,8.633237270825974,5.17486960541359,10,10,0.6790298957349782,n.s.,Levene,Mean step acceleration X at stance - lForepaw std,0.6727471124664621,0.14747865193455026,towards_healthy
Mean step acceleration X at stance - lHindfingers (m/s^2),-19.040854369911663,10.18074550152401,-12.222593562758256,4.3571903393787155,10,10,0.18587673236587576,n.s.,Mann-Whitney U,Mean step acceleration X at stance - lHindfingers (m/s^2),-1.9727956421580188,-0.25193817340659574,away_from_healthy
Mean step acceleration X at stance - lHindfingers std,7.5540941776347905,4.63482918984558,4.23893989860359,1.3174587089694605,10,10,0.11070633131827005,n.s.,Levene,Mean step acceleration X at stance - lHindfingers std,0.47328473023004847,0.13890928271504302,towards_healthy
Mean step acceleration X at stance - lHindpaw (m/s^2),-19.004279132162264,9.676724496172048,-10.952665240635316,4.026505410575481,10,10,0.03173430052164939,*,T-test,Mean step acceleration X at stance - lHindpaw (m/s^2),-0.5371921224924829,-0.072483834083486,away_from_healthy
Mean step acceleration X at stance - lHindpaw std,8.358161626103517,4.886613163327623,3.537305810250303,2.4759638715386876,10,10,0.1766039027938138,n.s.,Levene,Mean step acceleration X at stance - lHindpaw std,1.1704059745128879,0.3021502640147801,towards_healthy
Mean step acceleration X at stance - shoulder (m/s^2),0.4100215699443518,6.404644135410891,1.3522116948460046,1.9062941510408953,10,10,0.27303633975118835,n.s.,Mann-Whitney U,Mean step acceleration X at stance - shoulder (m/s^2),0.7965847069460962,0.16858525214509565,towards_healthy
Mean step acceleration X at stance - shoulder std,3.9286283353923763,4.818526848079896,2.2489643017056427,1.0787679505683854,10,10,0.3429033031140886,n.s.,Levene,Mean step acceleration X at stance - shoulder std,1.5417781736213252,0.4415732440356878,towards_healthy
Mean step acceleration X at stance - spine 1 (m/s^2),-1.3604983361636123,7.601920709403301,1.3442720557549586,1.7368343403086335,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean step acceleration X at stance - spine 1 (m/s^2),1.2565047129944793,0.22788022782488054,towards_healthy
Mean step acceleration X at stance - spine 1 std,3.017608435523125,4.865482753445808,2.577490478955521,0.8662672791541776,10,10,0.31809436719272693,n.s.,Levene,Mean step acceleration X at stance - spine 1 std,-1.4994572363433751,-0.4290881707723131,away_from_healthy
Mean step acceleration X at stance - spine 2 (m/s^2),-1.6864792816628476,6.019838942587712,1.100988848693452,2.494933442632168,10,10,0.18587673236587576,n.s.,Mann-Whitney U,Mean step acceleration X at stance - spine 2 (m/s^2),2.3802519205124133,0.5165731140749422,towards_healthy
Mean step acceleration X at stance - spine 2 std,3.3552480651209082,2.8595355798019377,2.1914034846889594,1.4195831739932379,10,10,0.380574408327892,n.s.,Levene,Mean step acceleration X at stance - spine 2 std,1.0788900316553622,0.47792424128735744,towards_healthy
Mean step acceleration X at stance - spine 3 (m/s^2),-0.28634159549534105,2.9673486442971506,-0.9720141909139113,2.14880889209773,10,10,0.24132159301718004,n.s.,Mann-Whitney U,Mean step acceleration X at stance - spine 3 (m/s^2),-0.3036554660630568,-0.11721381084708987,away_from_healthy
Mean step acceleration X at stance - spine 3 std,2.70251615839713,1.8120459042248769,2.2863583480828575,1.2171497857682363,10,10,0.5939317454120749,n.s.,Levene,Mean step acceleration X at stance - spine 3 std,0.4096750763147403,0.26541455235976147,towards_healthy
Mean step acceleration X at stance - spine 4 (m/s^2),-0.5944273256323206,2.0147172801465714,-1.5922818893605868,1.9283142117878345,10,10,0.27273014553564956,n.s.,T-test,Mean step acceleration X at stance - spine 4 (m/s^2),-0.39135668375082966,-0.19845784082445705,away_from_healthy
Mean step acceleration X at stance - spine 4 std,2.2063285051595996,1.6151316041681858,2.173042151567089,0.9395452342867703,10,10,0.3510767041785766,n.s.,Levene,Mean step acceleration X at stance - spine 4 std,0.0023397285128292644,0.0017708466371426123,towards_healthy
Mean step acceleration X at stance - wrist (m/s^2),20.162016298560324,11.266558372736652,14.544773762245189,8.27197153482279,10,10,0.2213784225594918,n.s.,T-test,Mean step acceleration X at stance - wrist (m/s^2),0.3579185581643731,0.0362143292938736,towards_healthy
Mean step acceleration X at stance - wrist std,7.356371708284909,5.1544046432735575,5.8258348962000115,3.7563937538047374,10,10,0.32753468211145104,n.s.,Levene,Mean step acceleration X at stance - wrist std,0.7733254396591063,0.17147288852438136,towards_healthy
Mean step acceleration X at swing - ankle (m/s^2),5.109402022402496,3.608046378454091,6.335654119573677,1.8918676579894556,10,10,0.35778905017333695,n.s.,T-test,Mean step acceleration X at swing - ankle (m/s^2),0.6645953428531985,0.23070413371657175,towards_healthy
Mean step acceleration X at swing - ankle std,3.086549730310332,0.8777308375341357,3.9716919349914273,2.3336369518738205,10,10,0.14338638894262207,n.s.,Levene,Mean step acceleration X at swing - ankle std,0.49873605744144944,0.28289204259694684,towards_healthy
Mean step acceleration X at swing - base (m/s^2),-1.0404155386386489,1.2957049250497923,-1.9446309701240032,1.6364284699221,10,10,0.1884359949264926,n.s.,T-test,Mean step acceleration X at swing - base (m/s^2),0.6118113319624976,0.41452547442409693,towards_healthy
Mean step acceleration X at swing - base std,1.675003880243537,0.6822758977946894,1.8441092851064256,0.9995011056230758,10,10,0.3749312475396278,n.s.,Levene,Mean step acceleration X at swing - base std,-0.226409372044879,-0.26458443130238896,away_from_healthy
Mean step acceleration X at swing - elbow (m/s^2),-2.9391827176006884,1.350535340405837,-2.3711993714802526,2.4855223290560566,10,10,0.5357792822280885,n.s.,T-test,Mean step acceleration X at swing - elbow (m/s^2),-0.4948307767795066,-0.24738806969064533,away_from_healthy
Mean step acceleration X at swing - elbow std,3.3237624540135884,1.7023986492267205,1.8898982058685596,0.802539117484299,10,10,0.13783719588816104,n.s.,Levene,Mean step acceleration X at swing - elbow std,0.3299136305551884,0.24790019386547035,towards_healthy
Mean step acceleration X at swing - head (m/s^2),0.09742105479562516,1.3974925152596709,-0.27590647051931017,1.3271996238766324,10,10,0.5478540339507124,n.s.,T-test,Mean step acceleration X at swing - head (m/s^2),-0.04937331513045673,-0.036229335519678406,away_from_healthy
Mean step acceleration X at swing - head std,2.514770390769705,1.1669428968804096,1.4044927548890116,1.0327721013671918,10,10,0.3097445646273188,n.s.,Levene,Mean step acceleration X at swing - head std,-0.053740403477065435,-0.04877060453971317,away_from_healthy
Mean step acceleration X at swing - hip (m/s^2),1.5033326855165234,1.2440793473761034,0.8511822877074066,1.3157087811987926,10,10,0.26971844536967954,n.s.,T-test,Mean step acceleration X at swing - hip (m/s^2),0.15473603092364552,0.12085022486746186,towards_healthy
Mean step acceleration X at swing - hip std,1.7110576327119689,1.0467169014905915,2.251985183782038,0.9717671082779469,10,10,0.9703158005570042,n.s.,Levene,Mean step acceleration X at swing - hip std,0.251493074898697,0.2490184493253758,towards_healthy
Mean step acceleration X at swing - knee (m/s^2),6.810020689827174,4.135903882663192,4.4029117771635145,2.1840622312924602,10,10,0.12647835947630673,n.s.,T-test,Mean step acceleration X at swing - knee (m/s^2),-0.02980000254049031,-0.009010503120257531,away_from_healthy
Mean step acceleration X at swing - knee std,3.176477761394217,1.069695495717994,2.945029285677154,2.0966391693269655,10,10,0.3918666641424319,n.s.,Levene,Mean step acceleration X at swing - knee std,-0.8685310733840859,-0.5218429515329023,away_from_healthy
Mean step acceleration X at swing - lForepaw (m/s^2),-4.804489420288361,2.0897676768280187,-4.2427963709712335,4.142080372886398,10,10,0.7078725922134718,n.s.,T-test,Mean step acceleration X at swing - lForepaw (m/s^2),-1.4626635941343618,-0.4458598587475441,away_from_healthy
Mean step acceleration X at swing - lForepaw std,5.449514739361585,2.7301497526081815,3.258867404289711,2.441161264873483,10,10,0.8298646241835426,n.s.,Levene,Mean step acceleration X at swing - lForepaw std,-0.5392068666134224,-0.20821292079829054,away_from_healthy
Mean step acceleration X at swing - lHindfingers (m/s^2),12.790267417727888,3.58671388653777,11.253193315944802,6.619974455815882,10,10,0.5290942931876386,n.s.,T-test,Mean step acceleration X at swing - lHindfingers (m/s^2),-0.5237030072444053,-0.09836764697540751,away_from_healthy
Mean step acceleration X at swing - lHindfingers std,6.831249999777806,4.657798376609375,4.456345092595551,3.715660617644732,10,10,0.9395074954714417,n.s.,Levene,Mean step acceleration X at swing - lHindfingers std,-1.6424284669023335,-0.3898340998938374,away_from_healthy
Mean step acceleration X at swing - lHindpaw (m/s^2),13.820422897793332,4.9749104334386685,13.273827500468471,4.752987947562406,10,10,0.8044977561209272,n.s.,T-test,Mean step acceleration X at swing - lHindpaw (m/s^2),-2.290370351671225,-0.4707644966508209,away_from_healthy
Mean step acceleration X at swing - lHindpaw std,6.855446923476284,4.628987681779322,4.364149093566714,3.6076976306597643,10,10,0.6567975695579766,n.s.,Levene,Mean step acceleration X at swing - lHindpaw std,-2.4049333387190455,-0.5795187570470757,away_from_healthy
Mean step acceleration X at swing - shoulder (m/s^2),-0.5607885926352071,2.2990457972703524,-0.5679749953848113,1.4176878576739464,10,10,0.9933979704565835,n.s.,T-test,Mean step acceleration X at swing - shoulder (m/s^2),-0.2232791699005151,-0.1169060941622116,away_from_healthy
Mean step acceleration X at swing - shoulder std,2.4025243073108347,1.2358592266202775,2.2371748842672154,1.1585000515925756,10,10,0.7686902697773599,n.s.,Levene,Mean step acceleration X at swing - shoulder std,-0.3661188505698516,-0.30565831430897955,away_from_healthy
Mean step acceleration X at swing - spine 1 (m/s^2),0.03896689248250369,1.088981959526628,0.36507983180980885,1.373496654405569,10,10,0.5639880245615624,n.s.,T-test,Mean step acceleration X at swing - spine 1 (m/s^2),-0.11108236004709793,-0.0896237272134195,away_from_healthy
Mean step acceleration X at swing - spine 1 std,1.9868381037013794,0.7837827759844056,2.1112378716556632,1.3753652155882379,10,10,0.4078576672477525,n.s.,Levene,Mean step acceleration X at swing - spine 1 std,-0.3775299273918389,-0.33727225952763024,away_from_healthy
Mean step acceleration X at swing - spine 2 (m/s^2),-0.073727703119201,2.168072401391086,1.1357625281592376,1.7872352702189762,10,10,0.1908403692859762,n.s.,T-test,Mean step acceleration X at swing - spine 2 (m/s^2),0.6552712712597218,0.32981241063785494,towards_healthy
Mean step acceleration X at swing - spine 2 std,2.394827257474773,1.1391049431717912,2.335468544793737,0.7845597050617558,10,10,0.4263348229085455,n.s.,Levene,Mean step acceleration X at swing - spine 2 std,-0.2690055747857163,-0.2750477667329757,away_from_healthy
Mean step acceleration X at swing - spine 3 (m/s^2),1.4372484244203754,1.4760888428568468,0.9809254827000655,1.437099431329761,10,10,0.49260543369753884,n.s.,T-test,Mean step acceleration X at swing - spine 3 (m/s^2),-0.5270296202838879,-0.3617908455817119,away_from_healthy
Mean step acceleration X at swing - spine 3 std,2.3982466742025443,0.9212059764302589,2.967694891010722,1.957417402847231,10,10,0.22474492161235987,n.s.,Levene,Mean step acceleration X at swing - spine 3 std,0.20039328348068075,0.1309997412390164,towards_healthy
Mean step acceleration X at swing - spine 4 (m/s^2),-0.19981139409547483,2.3246574776655047,-0.14838813783410093,2.4423224506981125,10,10,0.9620669366213739,n.s.,T-test,Mean step acceleration X at swing - spine 4 (m/s^2),-0.16202147330757707,-0.06795587189561844,away_from_healthy
