epoch,train_loss,val_loss
0,8.966574639081955,8.918643832206726
1,8.907858103513718,8.834541201591492
2,8.781173944473267,8.727200508117676
3,8.697848349809647,8.658066511154175
4,8.653792142868042,8.601880669593811
5,8.598178148269653,8.550330877304077
6,8.55612188577652,8.507390141487122
7,8.508488595485687,8.460312724113464
8,8.46427172422409,8.425210952758789
9,8.432583749294281,8.394120812416077
10,8.40898522734642,8.368662476539612
11,8.38706523180008,8.35067594051361
12,8.366453379392624,8.331538915634155
13,8.352420717477798,8.318211674690247
14,8.33564642071724,8.305739998817444
15,8.324112445116043,8.296964645385742
16,8.313935339450836,8.288771867752075
17,8.308070927858353,8.280568957328796
18,8.29925063252449,8.274878144264221
19,8.296034276485443,8.271152377128601
20,8.29612648487091,8.266937851905823
21,8.284637540578842,8.260577917098999
22,8.279636472463608,8.258946061134338
23,8.279640763998032,8.257277965545654
24,8.281232565641403,8.262861728668213
25,8.275634855031967,8.25193190574646
26,8.26738527417183,8.248682379722595
27,8.268787145614624,8.24865996837616
28,8.26687353849411,8.242018222808838
29,8.25879454612732,8.241718292236328
30,8.256430804729462,8.23835575580597
31,8.257982611656189,8.235401153564453
32,8.255002826452255,8.236887097358704
33,8.25188398361206,8.234169244766235
34,8.251811444759369,8.231476664543152
35,8.250051766633987,8.228073835372925
36,8.248221635818481,8.227668762207031
37,8.247080475091934,8.227808594703674
38,8.245879560709,8.225154995918274
39,8.243138760328293,8.224674105644226
40,8.245567679405212,8.224445104598999
41,8.244021654129028,8.222211956977844
42,8.239889681339264,8.22473919391632
43,8.240442425012589,8.220895051956177
44,8.238350063562393,8.218772530555725
45,8.233527153730392,8.218621134757996
46,8.232567250728607,8.216008067131042
47,8.232898324728012,8.21802270412445
48,8.232966482639313,8.215605616569519
49,8.236016809940338,8.222763657569885
50,8.23810288310051,8.215800046920776
51,8.232895731925964,8.21181333065033
52,8.229981809854507,8.213722467422485
53,8.230222016572952,8.211325526237488
54,8.226394236087799,8.210227727890015
55,8.225513607263565,8.208508729934692
56,8.221887618303299,8.209209561347961
57,8.223946690559387,8.207034826278687
58,8.222076743841171,8.205976843833923
59,8.219126105308533,8.205169558525085
60,8.220998227596283,8.207843899726868
61,8.218444377183914,8.20617663860321
62,8.217603832483292,8.204214811325073
63,8.214554697275162,8.202115535736084
64,8.216296970844269,8.201587080955505
65,8.214904367923737,8.199462294578552
66,8.213230520486832,8.20044720172882
67,8.213462144136429,8.20047926902771
68,8.218658477067947,8.199703454971313
69,8.211054056882858,8.197491765022278
70,8.21601015329361,8.205437183380127
71,8.217588752508163,8.198354244232178
72,8.210768014192581,8.196157336235046
73,8.208996593952179,8.195677757263184
74,8.21220451593399,8.202369928359985
75,8.212169349193573,8.196157932281494
76,8.218062788248062,8.199065804481506
77,8.211083471775055,8.1949862241745
78,8.206091284751892,8.19216525554657
79,8.205237179994583,8.19153368473053
80,8.20322385430336,8.190561294555664
81,8.20272970199585,8.190031051635742
82,8.203490763902664,8.19168996810913
83,8.202154815196991,8.188717484474182
84,8.203040987253189,8.189680457115173
85,8.199769049882889,8.188562870025635
86,8.198410391807556,8.188113570213318
87,8.206334173679352,8.187774062156677
88,8.197844505310059,8.186335444450378
89,8.197556883096695,8.18514084815979
90,8.195734411478043,8.18548834323883
91,8.194223821163177,8.185823440551758
92,8.195897281169891,8.186975240707397
93,8.193652033805847,8.184908390045166
94,8.198976814746857,8.1875581741333
95,8.198785215616226,8.184993624687195
96,8.196310430765152,8.183993458747864
97,8.202500522136688,8.184596061706543
98,8.195292592048645,8.186219811439514
99,8.197300434112549,8.18205189704895
100,8.194207221269608,8.181630373001099
101,8.192562609910965,8.180842518806458
102,8.189915925264359,8.180769443511963
103,8.189747244119644,8.17992627620697
104,8.188928008079529,8.179343342781067
105,8.188923954963684,8.179381847381592
106,8.188730984926224,8.17765760421753
107,8.188864380121231,8.178946256637573
108,8.191000699996948,8.17922043800354
109,8.188729733228683,8.181365847587585
110,8.187348544597626,8.17928946018219
111,8.190733522176743,8.183928489685059
112,8.188053578138351,8.177584886550903
113,8.18589934706688,8.176269292831421
114,8.185680955648422,8.175610899925232
115,8.185409098863602,8.176345705986023
116,8.184966564178467,8.182687163352966
117,8.186473816633224,8.175818800926208
118,8.18463745713234,8.17524254322052
119,8.184224724769592,8.175063848495483
120,8.184261292219162,8.174667835235596
121,8.183900833129883,8.17479395866394
122,8.187381505966187,8.176831364631653
123,8.188791573047638,8.178654670715332
124,8.188212215900421,8.183736562728882
125,8.186432361602783,8.173463702201843
126,8.181580394506454,8.173854231834412
127,8.182053834199905,8.172885417938232
128,8.190159738063812,8.179522633552551
129,8.186173886060715,8.173978567123413
130,8.183385878801346,8.171917796134949
131,8.181797504425049,8.170988202095032
132,8.182923346757889,8.181427717208862
133,8.185933977365494,8.173648715019226
134,8.180235981941223,8.172212362289429
135,8.178372383117676,8.177571654319763
136,8.179198116064072,8.169272780418396
